지역,노선,시·종점,월,일시,시간,승차,하차,전체,주중 평균배차시간,노선운행시간,시간별 포화도
안산시, 98,오이도차고지-수변공원휴게소,5,평일,21시~22시,59,72,131,27.5,104,20.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,22시~23시,48,47,95,20.0,51,20.0
안산시, 30,오이도차고지-광덕중학교,5,평일,12시~13시,69,88,157,22.5,99,20.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,11시~12시,83,89,172,11.5,25,20.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,11시~12시,56,58,114,22.5,84,19.0
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,15시~16시,73,79,152,12.5,44,19.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,5,평일,07시~08시,78,78,156,15.0,78,19.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,20시~21시,45,41,86,20.0,51,19.0
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,09시~10시,74,82,156,12.5,44,19.0
시흥시, 3500,오이도차고지-서울대입구역,5,평일,09시~10시,45,28,73,20.0,52,19.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,13시~14시,57,46,103,22.5,84,19.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,20시~21시,71,66,137,20.0,92,19.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,14시~15시,85,71,156,11.0,27,19.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,13시~14시,82,78,160,11.0,27,19.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,11시~12시,61,47,108,22.5,92,19.0
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,10시~11시,73,66,139,12.5,44,19.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,5,평일,20시~21시,46,45,91,20.0,53,19.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,14시~15시,45,52,97,20.0,20,19.0
안산시, 61,화진금속공업-부천터미널소풍,5,평일,22시~23시,183,198,381,10.0,120,19.0
안산시, 55,본오동종점-오이도차고지,5,평일,08시~09시,160,138,298,9.0,93,19.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,5,평일,07시~08시,13,12,25,70.0,40,19.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,10시~11시,121,114,235,15.0,121,19.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,09시~10시,78,79,157,11.5,25,19.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,10시~11시,81,76,157,11.5,25,19.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,19시~20시,79,86,165,11.5,25,19.0
안산시, 30,오이도차고지-광덕중학교,5,평일,10시~11시,67,67,134,22.5,99,19.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,09시~10시,121,105,226,15.0,121,19.0
광명시, 11-3,마린월드-KTX광명역1번출구,5,평일,22시~23시,26,27,53,37.5,63,19.0
부천시, 23-2,소사공영차고지-라일락마을어린이공원,5,평일,06시~07시,126,119,245,8.5,69,19.0
광명시, 11-3,마린월드-KTX광명역1번출구,5,평일,21시~22시,26,22,48,37.5,63,19.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,12시~13시,80,76,156,11.5,25,19.0
광명시, 39,매화초등학교-개봉역,5,평일,05시~06시,43,18,61,20.5,45,18.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,15시~16시,44,48,92,20.0,51,18.0
광명시, 39,매화초등학교-개봉역,5,평일,20시~21시,42,59,101,20.5,45,18.0
안산시, 123,푸르지오6차후문-탄도,5,평일,22시~23시,64,93,157,25.0,110,18.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,09시~10시,53,48,101,22.5,84,18.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,5,평일,19시~20시,43,42,85,20.0,53,18.0
안산시, 99,오이도차고지-삼천리마을앞,5,평일,12시~13시,71,70,141,17.5,85,18.0
시흥시, 3201,삼미시장-사당역3번출구,5,평일,21시~22시,39,31,70,22.5,51,18.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,17시~18시,66,72,138,20.0,92,18.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,21시~22시,65,76,141,20.0,92,18.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,19시~20시,67,80,147,20.0,92,18.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,08시~09시,80,66,146,11.0,27,18.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,16시~17시,68,70,138,20.0,92,18.0
안산시, 30,오이도차고지-광덕중학교,5,평일,18시~19시,65,58,123,22.5,99,18.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,13시~14시,66,82,148,20.0,92,18.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,11시~12시,67,74,141,20.0,92,18.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,5,평일,13시~14시,34,35,69,25.0,38,18.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,5,평일,23시~24시,16,21,37,60.0,65,18.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,5,평일,15시~16시,34,35,69,25.0,38,18.0
안산시, 30-2,오이도차고지-목감중심상업지구,5,평일,06시~07시,149,146,295,12.5,128,18.0
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,21시~22시,68,92,160,12.5,44,18.0
안산시, 30-2,오이도차고지-목감중심상업지구,5,평일,22시~23시,144,153,297,12.5,128,18.0
시흥시, 3500,오이도차고지-서울대입구역,5,평일,08시~09시,43,25,68,20.0,52,18.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,21시~22시,117,111,228,15.0,121,18.0
안산시, 99,오이도차고지-삼천리마을앞,5,평일,14시~15시,69,71,140,17.5,85,18.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,5,평일,21시~22시,44,49,93,20.0,53,18.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,21시~22시,44,40,84,20.0,20,18.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,15시~16시,117,119,236,15.0,121,18.0
광명시, 1(광명),거모동-개봉역,5,평일,05시~06시,181,114,295,8.5,108,18.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,19시~20시,53,57,110,22.5,84,18.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,12시~13시,60,66,126,22.5,92,18.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,16시~17시,110,106,216,15.0,121,17.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,5,평일,06시~07시,12,15,27,70.0,54,17.0
안산시, 35,경원여객안양차고지-중앙역앞,5,평일,10시~11시,7,8,15,180.0,92,17.0
안산시, 35,경원여객안양차고지-중앙역앞,5,평일,15시~16시,7,1,8,180.0,92,17.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,19시~20시,73,82,155,11.0,27,17.0
안산시, 35,경원여객안양차고지-중앙역앞,5,평일,23시~24시,7,15,22,180.0,92,17.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,21시~22시,40,44,84,20.0,51,17.0
안산시, 30,오이도차고지-광덕중학교,5,평일,16시~17시,60,61,121,22.5,99,17.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,07시~08시,111,112,223,15.0,121,17.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,17시~18시,36,36,72,22.5,52,17.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,22시~23시,37,34,71,22.5,52,17.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,21시~22시,36,36,72,22.5,52,17.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,10시~11시,50,34,84,22.5,84,17.0
안양시, 81,목감호수품애.중흥S클래스-안양역,5,평일,06시~07시,62,54,116,13.0,39,17.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,5,평일,15시~16시,28,23,51,30.0,42,17.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,5,평일,10시~11시,15,20,35,60.0,65,17.0
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,06시~07시,66,64,130,12.5,44,17.0
안산시, 62,본오동종점-한라비발디1차,5,평일,05시~06시,186,156,342,8.0,108,17.0
안산시, 55,본오동종점-오이도차고지,5,평일,06시~07시,140,129,269,9.0,93,17.0
시흥시, 3500,오이도차고지-서울대입구역,5,평일,18시~19시,41,68,109,20.0,52,17.0
안산시, 30-2,오이도차고지-목감중심상업지구,5,평일,21시~22시,138,175,313,12.5,128,17.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,17시~18시,42,46,88,20.0,20,17.0
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,22시~23시,66,72,138,12.5,44,17.0
시흥시, 25,오이도차고지-정왕역환승센터,5,평일,20시~21시,16,17,33,50.0,32,17.0
안산시, 99,오이도차고지-삼천리마을앞,5,평일,11시~12시,65,54,119,17.5,85,17.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,5,평일,23시~24시,53,104,157,22.5,88,17.0
시흥시, 13,포동차고지-은행초등학교,5,평일,12시~13시,41,26,67,20.0,28,17.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,12시~13시,74,75,149,11.0,27,17.0
시흥시, 25,오이도차고지-정왕역환승센터,5,평일,17시~18시,16,14,30,50.0,32,17.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,11시~12시,72,93,165,11.0,27,17.0
광명시, 1(광명),거모동-개봉역,5,평일,23시~24시,158,224,382,8.5,108,16.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,5,평일,08시~09시,26,28,54,30.0,44,16.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,5,평일,09시~10시,11,16,27,70.0,54,16.0
광명시, 11-3,마린월드-KTX광명역1번출구,5,평일,08시~09시,22,25,47,37.5,63,16.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,5,평일,11시~12시,31,36,67,25.0,38,16.0
광명시, 11-3,마린월드-KTX광명역1번출구,5,평일,17시~18시,22,16,38,37.5,63,16.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,5,평일,19시~20시,31,28,59,25.0,38,16.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,08시~09시,102,107,209,15.0,121,16.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,20시~21시,49,56,105,22.5,84,16.0
시흥시, 13,포동차고지-은행초등학교,5,평일,18시~19시,39,39,78,20.0,28,16.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,06시~07시,101,83,184,15.0,121,16.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,15시~16시,51,43,94,22.5,92,16.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,20시~21시,69,72,141,11.0,27,16.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,5,평일,05시~06시,11,8,19,70.0,54,16.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),5,평일,23시~24시,101,125,226,11.5,92,16.0
안산시, 31-7,한라2차아파트입구-부천역차고지,5,평일,05시~06시,80,71,151,15.0,96,16.0
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),5,평일,11시~12시,50,36,86,27.5,108,16.0
안산시, 62,본오동종점-한라비발디1차,5,평일,23시~24시,177,249,426,8.0,108,16.0
안산시, 55,본오동종점-오이도차고지,5,평일,07시~08시,132,150,282,9.0,93,16.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,15시~16시,49,44,93,22.5,84,16.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,5,평일,23시~24시,44,60,104,25.0,86,16.0
시흥시, 13,포동차고지-은행초등학교,5,평일,14시~15시,39,45,84,20.0,28,16.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,18시~19시,53,53,106,22.5,92,16.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,19시~20시,105,106,211,15.0,121,16.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,09시~10시,35,31,66,35.0,96,16.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,07시~08시,35,30,65,35.0,96,16.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,22시~23시,97,131,228,15.0,121,15.0
광명시, 2(광명),은계아란트리-안양역,5,평일,06시~07시,136,137,273,8.0,90,15.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,5,평일,08시~09시,59,46,105,12.5,57,15.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,23시~24시,62,73,135,11.5,25,15.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,17시~18시,46,31,77,22.5,84,15.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,10시~11시,49,47,96,22.5,92,15.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,16시~17시,45,50,95,22.5,84,15.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,10시~11시,54,24,78,20.0,92,15.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),5,평일,23시~24시,53,70,123,15.0,67,15.0
시흥시, 99-3,오이도역-MTV웨이브파크서측,5,평일,10시~11시,37,33,70,20.0,33,15.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,5,평일,09시~10시,24,21,45,30.0,42,15.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,09시~10시,50,41,91,22.5,92,15.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,5,평일,06시~07시,13,13,26,60.0,65,15.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,16시~17시,33,23,56,22.5,52,15.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,14시~15시,56,69,125,20.0,92,15.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,5,평일,21시~22시,10,12,22,70.0,40,15.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,17시~18시,36,27,63,20.0,51,15.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,19시~20시,33,38,71,35.0,96,15.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,5,평일,15시~16시,10,10,20,70.0,40,15.0
안산시, 99,오이도차고지-삼천리마을앞,5,평일,19시~20시,60,58,118,17.5,85,15.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,17시~18시,49,45,94,22.5,92,15.0
광명시, 39,매화초등학교-개봉역,5,평일,23시~24시,34,40,74,20.5,45,15.0
시흥시, 25,오이도차고지-정왕역환승센터,5,평일,13시~14시,14,9,23,50.0,32,15.0
시흥시, 25,오이도차고지-정왕역환승센터,5,평일,12시~13시,14,11,25,50.0,32,15.0
안산시, 35,경원여객안양차고지-중앙역앞,5,평일,21시~22시,6,6,12,180.0,92,15.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,13시~14시,36,27,63,20.0,51,15.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,13시~14시,33,44,77,22.5,52,15.0
안산시, 99,오이도차고지-삼천리마을앞,5,평일,08시~09시,59,42,101,17.5,85,15.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,5,평일,07시~08시,42,48,90,25.0,86,15.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,5,평일,22시~23시,54,60,114,20.0,92,15.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,5,평일,05시~06시,10,10,20,70.0,40,15.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,20시~21시,32,30,62,35.0,96,15.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,5,평일,16시~17시,27,21,48,25.0,38,14.000000000000002
시흥시, 13,포동차고지-은행초등학교,5,평일,20시~21시,34,34,68,20.0,28,14.000000000000002
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),5,평일,22시~23시,57,61,118,20.0,99,14.000000000000002
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,08시~09시,41,38,79,22.5,84,14.000000000000002
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,5,평일,07시~08시,52,53,105,12.5,57,14.000000000000002
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),5,평일,20시~21시,45,28,73,27.5,108,14.000000000000002
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,10시~11시,29,25,54,22.5,52,14.000000000000002
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),5,평일,10시~11시,44,41,85,27.5,108,14.000000000000002
안산시, 61,화진금속공업-부천터미널소풍,5,평일,05시~06시,136,96,232,10.0,120,14.000000000000002
시흥시, 16,은계아란트리-인천대공원역,5,평일,09시~10시,33,33,66,20.0,20,14.000000000000002
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,16시~17시,30,31,61,35.0,96,14.000000000000002
안산시, 99,오이도차고지-삼천리마을앞,5,평일,15시~16시,54,47,101,17.5,85,14.000000000000002
시흥시, 31,포동차고지-부천소방서.부천대학사거리,5,평일,07시~08시,55,60,115,12.5,44,14.000000000000002
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,06시~07시,30,27,57,35.0,96,14.000000000000002
시흥시, 16,은계아란트리-인천대공원역,5,평일,22시~23시,34,31,65,20.0,20,14.000000000000002
광명시, 2(광명),은계아란트리-안양역,5,평일,23시~24시,127,160,287,8.0,90,14.000000000000002
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,19시~20시,46,49,95,22.5,92,14.000000000000002
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,09시~10시,34,26,60,20.0,51,14.000000000000002
시흥시, 60,한라비발디1차-신세계프리미엄아울렛,5,평일,21시~22시,52,50,102,12.5,23,14.000000000000002
시흥시, 15,시흥대야역-신천동,5,평일,15시~16시,34,26,60,20.0,19,14.000000000000002
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,5,평일,06시~07시,57,39,96,15.0,78,14.000000000000002
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,5,평일,17시~18시,23,18,41,30.0,42,14.000000000000002
광명시, 11,광명돔경륜장.광남문-안양역,5,평일,23시~24시,23,26,49,32.5,65,14.000000000000002
안산시, 30,오이도차고지-광덕중학교,5,평일,19시~20시,49,56,105,22.5,99,14.000000000000002
시흥시, 36,시흥시청후문.종합일자리센터-은계초등학교.사랑스러운교회,5,평일,15시~16시,22,28,50,30.0,51,14.000000000000002
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,5,평일,08시~09시,44,44,88,22.5,88,14.000000000000002
광명시, 39,매화초등학교-개봉역,5,평일,09시~10시,32,68,100,20.5,45,14.000000000000002
광명시, 11-3,마린월드-KTX광명역1번출구,5,평일,09시~10시,19,18,37,37.5,63,14.000000000000002
안산시, 30,오이도차고지-광덕중학교,5,평일,09시~10시,49,49,98,22.5,99,14.000000000000002
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,11시~12시,30,35,65,22.5,52,14.000000000000002
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,5,평일,23시~24시,25,32,57,25.0,45,13.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,19시~20시,27,33,60,22.5,52,13.0
안산시, 55,본오동종점-오이도차고지,5,평일,05시~06시,110,92,202,9.0,93,13.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,05시~06시,84,64,148,15.0,121,13.0
안산시, 31-7,한라2차아파트입구-부천역차고지,5,평일,23시~24시,65,82,147,15.0,96,13.0
시흥시, 3201,삼미시장-사당역3번출구,5,평일,17시~18시,28,25,53,22.5,51,13.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,08시~09시,42,34,76,22.5,92,13.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,5,평일,11시~12시,9,4,13,70.0,54,13.0
시흥시, 3200,포동차고지-강남역.역삼세무서,5,평일,14시~15시,39,71,110,22.5,84,13.0
안산시, 350,경원여객안양차고지-함상전망대,5,평일,20시~21시,49,58,107,25.0,119,13.0
시흥시, 99-3,오이도역-MTV웨이브파크서측,5,평일,08시~09시,32,26,58,20.0,33,13.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,5,평일,07시~08시,31,20,51,20.0,53,13.0
시흥시, 13,포동차고지-은행초등학교,5,평일,13시~14시,31,31,62,20.0,28,13.0
안산시, 30,오이도차고지-광덕중학교,5,평일,05시~06시,45,27,72,22.5,99,13.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,5,평일,07시~08시,21,25,46,30.0,42,13.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,5,평일,22시~23시,25,23,48,25.0,38,13.0
안산시, 99,오이도차고지-삼천리마을앞,5,평일,21시~22시,49,49,98,17.5,85,13.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,5,평일,20시~21시,10,7,17,90.0,86,13.0
시흥시, 13,포동차고지-은행초등학교,5,평일,15시~16시,31,34,65,20.0,28,13.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),5,평일,06시~07시,81,40,121,11.5,92,13.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,15시~16시,56,69,125,11.0,27,13.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,14시~15시,28,28,56,35.0,96,13.0
시흥시, 13,포동차고지-은행초등학교,5,평일,07시~08시,32,32,64,20.0,28,13.0
안산시, 30-2,오이도차고지-목감중심상업지구,5,평일,05시~06시,107,73,180,12.5,128,13.0
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),5,평일,21시~22시,40,40,80,27.5,108,13.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,5,평일,09시~10시,21,20,41,30.0,44,13.0
부천시, G8808,송내역남부(광역버스)-KTX광명역5번출구,5,평일,11시~12시,21,24,45,30.0,31,13.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,5,평일,06시~07시,21,14,35,30.0,44,13.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,12시~13시,31,23,54,20.0,20,13.0
부천시, 66,부인초교-용못내공원.옥길동종점,5,평일,06시~07시,63,63,126,12.0,74,13.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,14시~15시,32,33,65,20.0,51,13.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),5,평일,05시~06시,43,44,87,15.0,67,12.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,12시~13시,27,23,50,35.0,96,12.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,11시~12시,27,25,52,35.0,96,12.0
시흥시, 99-3,오이도역-MTV웨이브파크서측,5,평일,21시~22시,30,73,103,20.0,33,12.0
시흥시, 26,시흥우체국.센트럴병원-신천동,5,평일,22시~23시,27,26,53,35.0,96,12.0
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),5,평일,13시~14시,39,34,73,27.5,108,12.0
시흥시, 13,포동차고지-은행초등학교,5,평일,10시~11시,28,19,47,20.0,28,12.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,5,평일,19시~20시,29,38,67,20.0,51,12.0
시흥시, 13,포동차고지-은행초등학교,5,평일,17시~18시,30,29,59,20.0,28,12.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,5,평일,08시~09시,50,48,98,11.5,25,12.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),5,평일,16시~17시,53,46,99,11.0,27,12.0
시흥시, 60,한라비발디1차-신세계프리미엄아울렛,5,평일,15시~16시,48,53,101,12.5,23,12.0
부천시, G8808,송내역남부(광역버스)-KTX광명역5번출구,5,평일,16시~17시,19,4,23,30.0,31,12.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,07시~08시,28,21,49,20.0,20,12.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,08시~09시,29,31,60,20.0,20,12.0
시흥시, 3201,삼미시장-사당역3번출구,5,평일,12시~13시,25,14,39,22.5,51,12.0
시흥시, 3201,삼미시장-사당역3번출구,5,평일,16시~17시,26,18,44,22.5,51,12.0
시흥시, 3201,삼미시장-사당역3번출구,5,평일,20시~21시,26,25,51,22.5,51,12.0
안산시, 35,경원여객안양차고지-중앙역앞,5,평일,16시~17시,5,11,16,180.0,92,12.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,5,평일,23시~24시,8,9,17,70.0,54,12.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,12시~13시,25,19,44,22.5,52,12.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,18시~19시,25,25,50,22.5,52,12.0
안산시, 301,본오아파트앞-여의도환승센터(1번승강장),5,평일,20시~21시,76,45,121,15.0,121,12.0
안산시, 301,본오아파트앞-여의도환승센터(1번승강장),5,평일,11시~12시,75,53,128,15.0,121,12.0
안산시, 30,오이도차고지-광덕중학교,5,평일,22시~23시,43,44,87,22.5,99,12.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,5,평일,23시~24시,46,71,117,12.5,57,12.0
안산시, 30,오이도차고지-광덕중학교,5,평일,21시~22시,42,49,91,22.5,99,12.0
시흥시, 36,시흥시청후문.종합일자리센터-은계초등학교.사랑스러운교회,5,평일,14시~15시,19,12,31,30.0,51,12.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,5,평일,07시~08시,37,25,62,22.5,88,12.0
시흥시, 36,시흥시청후문.종합일자리센터-은계초등학교.사랑스러운교회,5,평일,18시~19시,20,19,39,30.0,51,12.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,5,평일,08시~09시,9,12,21,90.0,86,12.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,20시~21시,25,23,48,22.5,52,12.0
시흥시, 36,시흥시청후문.종합일자리센터-은계초등학교.사랑스러운교회,5,평일,16시~17시,19,13,32,30.0,51,12.0
안산시, 38,부천역차고지-에이스아파트,5,평일,06시~07시,49,42,91,11.5,39,12.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,5,평일,18시~19시,19,15,34,30.0,44,12.0
시흥시, 3301,능곡공영차고지-사당역(중),5,평일,14시~15시,23,24,47,22.5,52,11.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,5,평일,18시~19시,18,27,45,30.0,42,11.0
안산시, 320,경원여객-여의도환승센터(1번승강장),5,평일,23시~24시,70,104,174,15.0,121,11.0
안산시, 30,오이도차고지-광덕중학교,5,평일,08시~09시,39,35,74,22.5,99,11.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,5,평일,16시~17시,35,52,87,22.5,92,11.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),5,평일,06시~07시,45,38,83,20.0,99,11.0
부천시, G8808,송내역남부(광역버스)-KTX광명역5번출구,5,평일,14시~15시,18,10,28,30.0,31,11.0
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),5,평일,17시~18시,36,33,69,27.5,108,11.0
시흥시, 21,오이도차고지-태영아파트,5,평일,23시~24시,37,44,81,25.0,107,11.0
시흥시, 16,은계아란트리-인천대공원역,5,평일,10시~11시,27,31,58,20.0,20,11.0
