지역,노선,시·종점,월,일시,시간,승차,하차,전체,주중 평균배차시간,노선운행시간,시간별 포화도
안산시, 320,경원여객-여의도환승센터(1번승강장),4,평일,07시~08시,384,292,676,15.0,121,60.0
안산시, 55,본오동종점-오이도차고지,4,평일,07시~08시,499,399,898,9.0,93,60.0
안산시, 38,부천역차고지-에이스아파트,4,평일,19시~20시,251,293,544,11.5,39,60.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,4,평일,08시~09시,145,166,311,20.0,53,60.0
시흥시, 3200,포동차고지-강남역.역삼세무서,4,평일,06시~07시,176,39,215,22.5,84,59.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,09시~10시,218,231,449,13.0,39,59.0
광명시, 2(광명),스타필드시티부천-안양역,4,평일,13시~14시,528,529,1057,8.0,90,59.0
안산시, 350,경원여객안양차고지-함상전망대,4,평일,17시~18시,226,226,452,25.0,119,59.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,15시~16시,483,428,911,12.5,128,59.0
안산시, 61,화진금속공업-부천터미널소풍,4,평일,14시~15시,571,568,1139,10.0,120,59.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,4,평일,19시~20시,111,106,217,25.0,45,57.99999999999999
시흥시, 20-1,정왕역환승센터-부곡중학교,4,평일,15시~16시,243,222,465,15.0,78,57.99999999999999
시흥시, 31,포동차고지-부천소방서.부천대학사거리,4,평일,07시~08시,221,218,439,12.5,44,57.99999999999999
시흥시, 16,은계아란트리-인천대공원역,4,평일,08시~09시,139,151,290,20.0,20,57.99999999999999
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,17시~18시,182,117,299,22.5,88,57.99999999999999
시흥시, 3500,오이도차고지-서울대입구역,4,평일,07시~08시,140,95,235,20.0,52,57.99999999999999
안산시, 350,경원여객안양차고지-함상전망대,4,평일,16시~17시,222,170,392,25.0,119,57.99999999999999
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,4,평일,19시~20시,241,287,528,11.5,25,57.99999999999999
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,20시~21시,158,137,295,25.0,86,56.99999999999999
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,21시~22시,203,222,425,15.0,67,56.99999999999999
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,19시~20시,76,93,169,37.5,63,56.99999999999999
광명시, 2(광명),스타필드시티부천-안양역,4,평일,10시~11시,516,541,1057,8.0,90,56.99999999999999
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,15시~16시,204,197,401,15.0,67,56.99999999999999
광명시, 1(광명),거모동-개봉역,4,평일,21시~22시,580,611,1191,8.5,108,56.99999999999999
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,4,평일,13시~14시,39,35,74,70.0,54,56.99999999999999
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,4,평일,07시~08시,91,85,176,30.0,44,56.99999999999999
광명시, 1(광명),거모동-개봉역,4,평일,22시~23시,567,571,1138,8.5,108,56.00000000000001
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,4,평일,07시~08시,235,206,441,11.5,25,56.00000000000001
시흥시, 31,포동차고지-부천소방서.부천대학사거리,4,평일,18시~19시,216,208,424,12.5,44,56.00000000000001
광명시, 1(광명),거모동-개봉역,4,평일,10시~11시,569,611,1180,8.5,108,56.00000000000001
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),4,평일,18시~19시,246,193,439,11.0,27,56.00000000000001
안산시, 123,푸르지오6차후문-탄도,4,평일,17시~18시,198,166,364,25.0,110,56.00000000000001
광명시, 2(광명),스타필드시티부천-안양역,4,평일,22시~23시,508,562,1070,8.0,90,56.00000000000001
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,12시~13시,207,192,399,13.0,39,56.00000000000001
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,14시~15시,349,330,679,11.5,92,55.00000000000001
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,19시~20시,284,372,656,15.0,96,55.00000000000001
안산시, 62,본오동종점-한라비발디1차,4,평일,22시~23시,599,651,1250,8.0,108,55.00000000000001
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,4,평일,08시~09시,88,109,197,30.0,42,55.00000000000001
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,14시~15시,198,179,377,15.0,67,55.00000000000001
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,19시~20시,172,239,411,22.5,88,55.00000000000001
안산시, 61,화진금속공업-부천터미널소풍,4,평일,13시~14시,528,537,1065,10.0,120,55.00000000000001
광명시, 2(광명),스타필드시티부천-안양역,4,평일,11시~12시,495,452,947,8.0,90,55.00000000000001
안산시, 55,본오동종점-오이도차고지,4,평일,15시~16시,457,397,854,9.0,93,55.00000000000001
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,06시~07시,196,146,342,15.0,67,55.00000000000001
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,20시~21시,230,230,460,15.0,78,55.00000000000001
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,19시~20시,453,518,971,12.5,128,55.00000000000001
안산시, 55,본오동종점-오이도차고지,4,평일,09시~10시,458,483,941,9.0,93,55.00000000000001
안산시, 50,안산해솔초등학교-KTX광명역1번출구,4,평일,21시~22시,47,51,98,60.0,65,54.0
시흥시, 3200,포동차고지-강남역.역삼세무서,4,평일,19시~20시,161,155,316,22.5,84,54.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,22시~23시,192,185,377,15.0,67,54.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),4,평일,16시~17시,212,197,409,20.0,99,54.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,21시~22시,200,199,399,13.0,39,54.0
안산시, 99,오이도차고지-삼천리마을앞,4,평일,18시~19시,208,188,396,17.5,85,54.0
안산시, 99,오이도차고지-삼천리마을앞,4,평일,08시~09시,211,232,443,17.5,85,54.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,20시~21시,201,227,428,13.0,39,54.0
안산시, 350,경원여객안양차고지-함상전망대,4,평일,08시~09시,204,264,468,25.0,119,54.0
안산시, 35,경원여객안양차고지-중앙역앞,4,평일,17시~18시,22,19,41,180.0,92,54.0
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,15시~16시,72,72,144,37.5,63,54.0
부천시, 23-2,소사공영차고지-라일락마을어린이공원,4,평일,10시~11시,351,388,739,8.5,69,54.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,20시~21시,345,351,696,11.5,92,54.0
안산시, 123,푸르지오6차후문-탄도,4,평일,09시~10시,188,216,404,25.0,110,53.0
시흥시, 23,월곶역-본오동차고지,4,평일,21시~22시,333,394,727,12.5,99,53.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,4,평일,06시~07시,173,20,193,22.5,92,53.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,13시~14시,194,195,389,13.0,39,53.0
안산시, 61,화진금속공업-부천터미널소풍,4,평일,12시~13시,513,468,981,10.0,120,53.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,10시~11시,336,311,647,11.5,92,53.0
시흥시, 20-1,정왕역환승센터-부곡중학교,4,평일,14시~15시,220,199,419,15.0,78,53.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,14시~15시,219,205,424,15.0,78,53.0
부천시, 66,부인초교-용못내공원.옥길동종점,4,평일,11시~12시,256,243,499,12.0,74,52.0
안산시, 98,오이도차고지-수변공원휴게소,4,평일,14시~15시,157,134,291,27.5,104,52.0
시흥시, 3301,능곡공영차고지-사당역(중),4,평일,06시~07시,111,30,141,22.5,52,52.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,4,평일,16시~17시,199,189,388,12.5,57,52.0
시흥시, 3200,포동차고지-강남역.역삼세무서,4,평일,18시~19시,156,97,253,22.5,84,52.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,13시~14시,217,231,448,15.0,78,52.0
안산시, 99,오이도차고지-삼천리마을앞,4,평일,07시~08시,200,185,385,17.5,85,51.0
안산시, 99,오이도차고지-삼천리마을앞,4,평일,17시~18시,197,178,375,17.5,85,51.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,21시~22시,161,148,309,22.5,88,51.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,10시~11시,189,203,392,13.0,39,51.0
시흥시, 21,오이도차고지-태영아파트,4,평일,19시~20시,174,218,392,25.0,107,51.0
시흥시, 21,오이도차고지-태영아파트,4,평일,20시~21시,175,150,325,25.0,107,51.0
광명시, 39,매화초등학교-개봉역,4,평일,16시~17시,119,124,243,20.5,45,51.0
안산시, 98,오이도차고지-수변공원휴게소,4,평일,09시~10시,154,161,315,27.5,104,51.0
안산시, 30,오이도차고지-광덕중학교,4,평일,18시~19시,181,182,363,22.5,99,51.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,06시~07시,82,89,171,32.5,65,51.0
시흥시, 21,오이도차고지-태영아파트,4,평일,09시~10시,175,225,400,25.0,107,51.0
시흥시, 25,오이도차고지-정왕역환승센터,4,평일,08시~09시,48,93,141,50.0,32,50.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,08시~09시,156,229,385,22.5,88,50.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,09시~10시,409,431,840,12.5,128,50.0
시흥시, 3301,능곡공영차고지-사당역(중),4,평일,07시~08시,107,113,220,22.5,52,50.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,13시~14시,179,186,365,15.0,67,50.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,09시~10시,38,30,68,90.0,86,50.0
광명시, 39,매화초등학교-개봉역,4,평일,15시~16시,117,108,225,20.5,45,50.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,4,평일,16시~17시,34,32,66,70.0,54,50.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,21시~22시,210,223,433,15.0,78,50.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,4,평일,18시~19시,96,95,191,25.0,45,50.0
안산시, 55,본오동종점-오이도차고지,4,평일,20시~21시,413,445,858,9.0,93,50.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,09시~10시,137,186,323,25.0,86,50.0
안산시, 61,화진금속공업-부천터미널소풍,4,평일,10시~11시,481,476,957,10.0,120,50.0
안산시, 61,화진금속공업-부천터미널소풍,4,평일,11시~12시,478,498,976,10.0,120,50.0
시흥시, 20-1,정왕역환승센터-부곡중학교,4,평일,21시~22시,206,252,458,15.0,78,50.0
부천시, 66,부인초교-용못내공원.옥길동종점,4,평일,10시~11시,245,261,506,12.0,74,50.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,4,평일,22시~23시,34,36,70,70.0,54,50.0
안산시, 98,오이도차고지-수변공원휴게소,4,평일,15시~16시,152,159,311,27.5,104,50.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,4,평일,17시~18시,95,92,187,25.0,38,49.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,22시~23시,204,212,416,15.0,78,49.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,12시~13시,403,358,761,12.5,128,49.0
안산시, 55,본오동종점-오이도차고지,4,평일,14시~15시,403,385,788,9.0,93,49.0
광명시, 2(광명),스타필드시티부천-안양역,4,평일,06시~07시,440,344,784,8.0,90,49.0
안산시, 61,화진금속공업-부천터미널소풍,4,평일,06시~07시,466,409,875,10.0,120,49.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,06시~07시,182,152,334,13.0,39,49.0
안산시, 123,푸르지오6차후문-탄도,4,평일,16시~17시,173,170,343,25.0,110,49.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,4,평일,18시~19시,118,125,243,20.0,51,49.0
안산시, 320,경원여객-여의도환승센터(1번승강장),4,평일,08시~09시,315,483,798,15.0,121,49.0
시흥시, 3500,오이도차고지-서울대입구역,4,평일,18시~19시,118,84,202,20.0,52,49.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,22시~23시,181,193,374,13.0,39,49.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,13시~14시,311,321,632,11.5,92,49.0
안산시, 123,푸르지오6차후문-탄도,4,평일,06시~07시,174,140,314,25.0,110,49.0
안산시, 38,부천역차고지-에이스아파트,4,평일,09시~10시,204,221,425,11.5,39,49.0
안산시, 30,오이도차고지-광덕중학교,4,평일,16시~17시,173,169,342,22.5,99,49.0
안산시, 98,오이도차고지-수변공원휴게소,4,평일,12시~13시,147,129,276,27.5,104,49.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,11시~12시,200,195,395,15.0,78,48.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,14시~15시,179,176,355,13.0,39,48.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,4,평일,06시~07시,33,8,41,70.0,40,48.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,4,평일,07시~08시,175,100,275,20.0,92,48.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,4,평일,07시~08시,92,79,171,25.0,38,48.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,20시~21시,77,85,162,32.5,65,48.0
시흥시, 23,월곶역-본오동차고지,4,평일,22시~23시,307,293,600,12.5,99,48.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,4,평일,18시~19시,77,89,166,30.0,44,48.0
안산시, 61,화진금속공업-부천터미널소풍,4,평일,20시~21시,465,466,931,10.0,120,48.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,06시~07시,133,96,229,25.0,86,48.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,22시~23시,133,140,273,25.0,86,48.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,4,평일,18시~19시,33,21,54,70.0,54,48.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,13시~14시,387,388,775,12.5,128,47.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,20시~21시,147,182,329,22.5,88,47.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,10시~11시,169,183,352,15.0,67,47.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,12시~13시,168,160,328,15.0,67,47.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,13시~14시,36,31,67,90.0,86,47.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,13시~14시,130,124,254,25.0,86,47.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,14시~15시,129,127,256,25.0,86,47.0
안산시, 123,푸르지오6차후문-탄도,4,평일,15시~16시,165,155,320,25.0,110,47.0
안산시, 123,푸르지오6차후문-탄도,4,평일,19시~20시,166,196,362,25.0,110,47.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,4,평일,20시~21시,32,45,77,70.0,54,47.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,4,평일,20시~21시,198,184,382,11.5,25,47.0
시흥시, 21,오이도차고지-태영아파트,4,평일,06시~07시,156,133,289,25.0,107,46.0
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,09시~10시,234,228,462,15.0,96,46.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,4,평일,22시~23시,191,189,380,11.5,25,46.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,4,평일,19시~20시,151,203,354,22.5,92,46.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),4,평일,11시~12시,166,165,331,15.0,67,46.0
안산시, 38,부천역차고지-에이스아파트,4,평일,15시~16시,192,173,365,11.5,39,46.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,4,평일,17시~18시,73,34,107,30.0,42,46.0
시흥시, 25,오이도차고지-정왕역환승센터,4,평일,06시~07시,44,19,63,50.0,32,46.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,10시~11시,73,81,154,32.5,65,46.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,17시~18시,35,28,63,90.0,86,46.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),4,평일,09시~10시,178,210,388,20.0,99,45.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,4,평일,14시~15시,39,40,79,60.0,65,45.0
시흥시, 99-3,오이도역-MTV웨이브파크서측,4,평일,16시~17시,107,93,200,20.0,33,45.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,16시~17시,141,95,236,22.5,88,45.0
시흥시, 21,오이도차고지-태영아파트,4,평일,15시~16시,155,178,333,25.0,107,45.0
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,06시~07시,232,170,402,15.0,96,45.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,12시~13시,288,259,547,11.5,92,45.0
시흥시, 3201,삼미시장-사당역3번출구,4,평일,19시~20시,97,63,160,22.5,51,45.0
시흥시, 26,시흥우체국.센트럴병원-신천동,4,평일,19시~20시,99,96,195,35.0,96,45.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,4,평일,17시~18시,109,109,218,20.0,53,45.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,4,평일,19시~20시,174,237,411,12.5,57,45.0
부천시, 23-2,소사공영차고지-라일락마을어린이공원,4,평일,06시~07시,289,243,532,8.5,69,45.0
안산시, 55,본오동종점-오이도차고지,4,평일,12시~13시,371,367,738,9.0,93,45.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,21시~22시,288,319,607,11.5,92,45.0
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,13시~14시,60,64,124,37.5,63,45.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,12시~13시,188,185,373,15.0,78,45.0
시흥시, 20-1,정왕역환승센터-부곡중학교,4,평일,09시~10시,187,228,415,15.0,78,45.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,4,평일,06시~07시,72,32,104,30.0,42,45.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,06시~07시,285,108,393,11.5,92,45.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,4,평일,11시~12시,38,38,76,60.0,65,44.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,4,평일,15시~16시,84,79,163,25.0,45,44.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,4,평일,17시~18시,184,170,354,11.5,25,44.0
안산시, 55,본오동종점-오이도차고지,4,평일,13시~14시,363,367,730,9.0,93,44.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,4,평일,21시~22시,185,204,389,11.5,25,44.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,21시~22시,34,34,68,90.0,86,44.0
시흥시, 26-1,능곡공영차고지-한국산업기술대.시흥터미널,4,평일,08시~09시,106,130,236,20.0,51,44.0
광명시, 39,매화초등학교-개봉역,4,평일,14시~15시,103,95,198,20.5,45,44.0
시흥시, 3201,삼미시장-사당역3번출구,4,평일,06시~07시,93,17,110,22.5,51,44.0
안산시, 320,경원여객-여의도환승센터(1번승강장),4,평일,18시~19시,285,318,603,15.0,121,44.0
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,14시~15시,223,210,433,15.0,96,44.0
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,14시~15시,59,58,117,37.5,63,44.0
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,15시~16시,226,212,438,15.0,96,44.0
안산시, 38,부천역차고지-에이스아파트,4,평일,12시~13시,184,175,359,11.5,39,44.0
광명시, 39,매화초등학교-개봉역,4,평일,11시~12시,102,102,204,20.5,45,44.0
안산시, 30,오이도차고지-광덕중학교,4,평일,17시~18시,155,123,278,22.5,99,44.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,4,평일,19시~20시,82,69,151,25.0,38,43.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,11시~12시,277,302,579,11.5,92,43.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,4,평일,17시~18시,82,82,164,25.0,45,43.0
안산시, 350,경원여객안양차고지-함상전망대,4,평일,19시~20시,164,191,355,25.0,119,43.0
시흥시, 20-1,정왕역환승센터-부곡중학교,4,평일,13시~14시,179,159,338,15.0,78,43.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,4,평일,22시~23시,135,166,301,22.5,88,43.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),4,평일,06시~07시,187,142,329,11.0,27,43.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,12시~13시,33,34,67,90.0,86,43.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,14시~15시,69,66,135,32.5,65,43.0
시흥시, 25,오이도차고지-정왕역환승센터,4,평일,09시~10시,41,35,76,50.0,32,43.0
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),4,평일,18시~19시,133,77,210,27.5,108,42.0
안양시, 81,목감호수품애.중흥S클래스-안양역,4,평일,11시~12시,154,161,315,13.0,39,42.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,06시~07시,340,287,627,12.5,128,42.0
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,22시~23시,57,60,117,37.5,63,42.0
시흥시, 21,오이도차고지-태영아파트,4,평일,14시~15시,143,105,248,25.0,107,42.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),4,평일,20시~21시,166,202,368,20.0,99,42.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,4,평일,10시~11시,29,28,57,70.0,40,42.0
안산시, 55,본오동종점-오이도차고지,4,평일,06시~07시,345,270,615,9.0,93,42.0
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,12시~13시,57,59,116,37.5,63,42.0
안산시, 320,경원여객-여의도환승센터(1번승강장),4,평일,17시~18시,272,215,487,15.0,121,42.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,10시~11시,115,104,219,25.0,86,42.0
시흥시, 25,오이도차고지-정왕역환승센터,4,평일,17시~18시,40,40,80,50.0,32,42.0
시흥시, 99-3,오이도역-MTV웨이브파크서측,4,평일,08시~09시,101,124,225,20.0,33,42.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,05시~06시,68,40,108,32.5,65,42.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,21시~22시,115,127,242,25.0,86,42.0
안산시, 38,부천역차고지-에이스아파트,4,평일,22시~23시,170,175,345,11.5,39,41.0
시흥시, 26,시흥우체국.센트럴병원-신천동,4,평일,18시~19시,91,101,192,35.0,96,41.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,4,평일,08시~09시,134,263,397,22.5,92,41.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,15시~16시,31,34,65,90.0,86,41.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,13시~14시,66,50,116,32.5,65,41.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,4,평일,06시~07시,65,45,110,30.0,44,41.0
광명시, 11,광명돔경륜장.광남문-안양역,4,평일,16시~17시,66,60,126,32.5,65,41.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,4,평일,05시~06시,31,27,58,90.0,86,41.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,10시~11시,333,340,673,12.5,128,41.0
시흥시, 3301,능곡공영차고지-사당역(중),4,평일,19시~20시,88,143,231,22.5,52,41.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,4,평일,19시~20시,28,30,58,70.0,54,41.0
광명시, 11-3,마린월드-KTX광명역1번출구,4,평일,20시~21시,55,63,118,37.5,63,41.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,4,평일,18시~19시,65,108,173,30.0,42,41.0
안산시, 350,경원여객안양차고지-함상전망대,4,평일,15시~16시,155,156,311,25.0,119,41.0
광명시, 39,매화초등학교-개봉역,4,평일,20시~21시,97,129,226,20.5,45,41.0
시흥시, 5200,시흥우체국.센트럴병원-신도림역,4,평일,18시~19시,151,108,259,20.0,92,41.0
시흥시, 20-1,정왕역환승센터-부곡중학교,4,평일,12시~13시,169,177,346,15.0,78,41.0
안산시, 99,오이도차고지-삼천리마을앞,4,평일,16시~17시,154,168,322,17.5,85,40.0
안산시, 30-2,오이도차고지-목감중심상업지구,4,평일,11시~12시,326,310,636,12.5,128,40.0
시흥시, 25,오이도차고지-정왕역환승센터,4,평일,18시~19시,38,30,68,50.0,32,40.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),4,평일,22시~23시,259,261,520,11.5,92,40.0
안산시, 320,경원여객-여의도환승센터(1번승강장),4,평일,06시~07시,255,118,373,15.0,121,40.0
시흥시, 21,오이도차고지-태영아파트,4,평일,12시~13시,138,115,253,25.0,107,40.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,12시~13시,111,109,220,25.0,86,40.0
광명시, 39,매화초등학교-개봉역,4,평일,10시~11시,94,99,193,20.5,45,40.0
시흥시, 3500,오이도차고지-서울대입구역,4,평일,06시~07시,97,42,139,20.0,52,40.0
시흥시, 3200,포동차고지-강남역.역삼세무서,4,평일,21시~22시,120,85,205,22.5,84,40.0
안산시, 38,부천역차고지-에이스아파트,4,평일,10시~11시,165,181,346,11.5,39,40.0
안산시, 38,부천역차고지-에이스아파트,4,평일,13시~14시,168,167,335,11.5,39,40.0
시흥시, 3500,오이도차고지-서울대입구역,4,평일,19시~20시,95,126,221,20.0,52,40.0
안산시, 38,부천역차고지-에이스아파트,4,평일,20시~21시,165,175,340,11.5,39,40.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,4,평일,09시~10시,95,94,189,20.0,53,40.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,4,평일,11시~12시,109,93,202,25.0,86,40.0
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,12시~13시,206,185,391,15.0,96,40.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,4,평일,16시~17시,76,77,153,25.0,45,40.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,4,평일,20시~21시,152,143,295,12.5,57,40.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,4,평일,18시~19시,76,80,156,25.0,38,40.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,4,평일,10시~11시,164,159,323,15.0,78,39.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,4,평일,12시~13시,34,29,63,60.0,65,39.0
안산시, 350,경원여객안양차고지-함상전망대,4,평일,06시~07시,150,124,274,25.0,119,39.0
안산시, 31-7,한라2차아파트입구-부천역차고지,4,평일,20시~21시,199,217,416,15.0,96,39.0
안산시, 98,오이도차고지-수변공원휴게소,4,평일,21시~22시,119,114,233,27.5,104,39.0
안산시, 55,본오동종점-오이도차고지,4,평일,10시~11시,326,325,651,9.0,93,39.0
안산시, 38,부천역차고지-에이스아파트,4,평일,21시~22시,163,155,318,11.5,39,39.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,4,평일,16시~17시,93,91,184,20.0,53,39.0
