지역,노선,시·종점,월,일시,시간,승차,하차,전체,주중 평균배차시간,노선운행시간,시간별 포화도
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,18시~19시,354,354,708,15.0,78,85.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,17시~18시,256,195,451,27.5,104,85.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,16시~17시,545,528,1073,8.5,69,84.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),2,평일,08시~09시,537,685,1222,11.5,92,84.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),2,평일,07시~08시,333,218,551,20.0,99,84.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),2,평일,17시~18시,538,518,1056,11.5,92,84.0
안산시, 62,본오동종점-한라비발디1차,2,평일,07시~08시,905,804,1709,8.0,108,84.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,13시~14시,415,395,810,12.0,74,84.0
광명시, 2(광명),스타필드시티부천-안양역,2,평일,18시~19시,744,741,1485,8.0,90,83.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,18시~19시,247,276,523,27.5,104,82.0
안산시, 62,본오동종점-한라비발디1차,2,평일,14시~15시,883,828,1711,8.0,108,82.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,14시~15시,534,519,1053,8.5,69,82.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,2,평일,07시~08시,157,153,310,25.0,45,82.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,18시~19시,225,212,437,25.0,86,82.0
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,08시~09시,304,365,669,13.0,39,82.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,17시~18시,791,772,1563,10.0,120,82.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,12시~13시,357,331,688,17.5,97,81.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,21시~22시,69,75,144,60.0,65,80.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,07시~08시,772,626,1398,10.0,120,80.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,17시~18시,331,318,649,15.0,78,80.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,18시~19시,770,816,1586,10.0,120,80.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,07시~08시,242,214,456,27.5,104,80.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,2,평일,17시~18시,249,168,417,22.5,88,80.0
광명시, 39,매화초등학교-개봉역,2,평일,18시~19시,187,203,390,20.5,45,80.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,13시~14시,516,501,1017,8.5,69,79.0
안산시, 125,홈플러스-본오교회앞,2,평일,22시~23시,347,407,754,17.5,97,78.0
광명시, 11,광명돔경륜장.광남문-안양역,2,평일,17시~18시,124,112,236,32.5,65,78.0
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,17시~18시,642,571,1213,12.5,128,78.0
안산시, 62,본오동종점-한라비발디1차,2,평일,12시~13시,846,816,1662,8.0,108,78.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,16시~17시,235,270,505,27.5,104,78.0
안산시, 62,본오동종점-한라비발디1차,2,평일,19시~20시,845,924,1769,8.0,108,78.0
안산시, 62,본오동종점-한라비발디1차,2,평일,11시~12시,834,788,1622,8.0,108,77.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,2,평일,07시~08시,53,54,107,70.0,54,77.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,15시~16시,274,256,530,15.0,67,77.0
시흥시, 23,월곶역-본오동차고지,2,평일,20시~21시,488,500,988,12.5,99,77.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,2,평일,08시~09시,147,150,297,25.0,45,77.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,09시~10시,382,408,790,12.0,74,77.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,12시~13시,376,365,741,12.0,74,76.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,19시~20시,337,395,732,17.5,97,76.0
시흥시, 20-1,정왕역환승센터-부곡중학교,2,평일,14시~15시,315,293,608,15.0,78,76.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,08시~09시,66,68,134,60.0,65,76.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,09시~10시,488,527,1015,8.5,69,75.0
안산시, 62,본오동종점-한라비발디1차,2,평일,09시~10시,810,860,1670,8.0,108,75.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),2,평일,16시~17시,482,376,858,11.5,92,75.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,19시~20시,268,287,555,15.0,67,75.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,12시~13시,478,464,942,8.5,69,74.0
광명시, 2(광명),스타필드시티부천-안양역,2,평일,12시~13시,666,599,1265,8.0,90,74.0
광명시, 11,광명돔경륜장.광남문-안양역,2,평일,18시~19시,119,127,246,32.5,65,74.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,15시~16시,306,268,574,15.0,78,74.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,16시~17시,265,276,541,15.0,67,74.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,15시~16시,222,191,413,27.5,104,73.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,08시~09시,701,807,1508,10.0,120,73.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,21시~22시,472,485,957,8.5,69,73.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,21시~22시,260,259,519,15.0,67,73.0
안산시, 62,본오동종점-한라비발디1차,2,평일,21시~22시,789,815,1604,8.0,108,73.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,07시~08시,197,140,337,25.0,86,72.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,15시~16시,690,690,1380,10.0,120,72.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,07시~08시,465,374,839,8.5,69,72.0
시흥시, 20-1,정왕역환승센터-부곡중학교,2,평일,19시~20시,299,332,631,15.0,78,72.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,16시~17시,198,173,371,25.0,86,72.0
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,19시~20시,267,296,563,13.0,39,72.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,2,평일,07시~08시,237,126,363,22.5,92,72.0
광명시, 11,광명돔경륜장.광남문-안양역,2,평일,09시~10시,114,111,225,32.5,65,71.0
광명시, 2(광명),스타필드시티부천-안양역,2,평일,21시~22시,639,688,1327,8.0,90,71.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,14시~15시,679,663,1342,10.0,120,71.0
안산시, 31-7,한라2차아파트입구-부천역차고지,2,평일,18시~19시,363,374,737,15.0,96,71.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,21시~22시,316,333,649,17.5,97,71.0
광명시, 2(광명),스타필드시티부천-안양역,2,평일,09시~10시,641,699,1340,8.0,90,71.0
안산시, 62,본오동종점-한라비발디1차,2,평일,20시~21시,763,769,1532,8.0,108,71.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,09시~10시,313,325,638,17.5,97,71.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,19시~20시,352,428,780,12.0,74,71.0
광명시, 11-3,마린월드-KTX광명역1번출구,2,평일,18시~19시,94,76,170,37.5,63,70.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,19시~20시,452,513,965,8.5,69,70.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,11시~12시,343,306,649,12.0,74,70.0
광명시, 1(광명),거모동-개봉역,2,평일,14시~15시,715,655,1370,8.5,108,70.0
안산시, 55,본오동종점-오이도차고지,2,평일,18시~19시,567,601,1168,9.0,93,69.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,16시~17시,60,64,124,60.0,65,69.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,20시~21시,305,278,583,17.5,97,69.0
광명시, 11,광명돔경륜장.광남문-안양역,2,평일,12시~13시,111,109,220,32.5,65,69.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,15시~16시,60,45,105,60.0,65,69.0
시흥시, 21,오이도차고지-태영아파트,2,평일,07시~08시,236,202,438,25.0,107,69.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,08시~09시,281,326,607,15.0,78,68.0
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,12시~13시,250,204,454,13.0,39,68.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,2,평일,16시~17시,52,59,111,90.0,86,68.0
광명시, 1(광명),거모동-개봉역,2,평일,19시~20시,689,807,1496,8.5,108,68.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,17시~18시,59,53,112,60.0,65,68.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,17시~18시,187,188,375,25.0,86,68.0
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,14시~15시,250,227,477,13.0,39,68.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,07시~08시,58,44,102,60.0,65,67.0
광명시, 1(광명),거모동-개봉역,2,평일,12시~13시,685,612,1297,8.5,108,67.0
시흥시, 25,오이도차고지-정왕역환승센터,2,평일,07시~08시,64,61,125,50.0,32,67.0
광명시, 39,매화초등학교-개봉역,2,평일,15시~16시,156,137,293,20.5,45,67.0
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,13시~14시,539,533,1072,12.5,128,66.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,2,평일,07시~08시,105,94,199,30.0,42,66.0
안산시, 55,본오동종점-오이도차고지,2,평일,17시~18시,542,448,990,9.0,93,66.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),2,평일,15시~16시,424,389,813,11.5,92,66.0
광명시, 2(광명),스타필드시티부천-안양역,2,평일,19시~20시,587,675,1262,8.0,90,65.0
안산시, 38,부천역차고지-에이스아파트,2,평일,07시~08시,271,247,518,11.5,39,65.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,14시~15시,231,219,450,15.0,67,65.0
시흥시, 3200,포동차고지-서초역1번출구,2,평일,07시~08시,195,128,323,22.5,84,65.0
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,08시~09시,529,578,1107,12.5,128,65.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,12시~13시,628,553,1181,10.0,120,65.0
광명시, 1(광명),거모동-개봉역,2,평일,13시~14시,662,697,1359,8.5,108,65.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,08시~09시,179,214,393,25.0,86,65.0
광명시, 1(광명),거모동-개봉역,2,평일,21시~22시,658,686,1344,8.5,108,65.0
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,16시~17시,530,520,1050,12.5,128,65.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,19시~20시,269,319,588,15.0,78,65.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,2,평일,07시~08시,202,141,343,22.5,88,65.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,2,평일,07시~08시,50,47,97,90.0,86,65.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,13시~14시,197,199,396,27.5,104,65.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,16시~17시,267,271,538,15.0,78,64.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,11시~12시,283,280,563,17.5,97,64.0
광명시, 11,광명돔경륜장.광남문-안양역,2,평일,14시~15시,102,97,199,32.5,65,64.0
안산시, 22,자원재생공사-삼천리마을앞,2,평일,10시~11시,284,268,552,17.5,97,64.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,07시~08시,314,276,590,12.0,74,64.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,2,평일,21시~22시,44,44,88,70.0,54,64.0
부천시, 66,부인초교-용못내공원.옥길동종점,2,평일,20시~21시,316,264,580,12.0,74,64.0
광명시, 39,매화초등학교-개봉역,2,평일,16시~17시,149,150,299,20.5,45,64.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,2,평일,18시~19시,198,246,444,22.5,88,63.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,2,평일,21시~22시,262,239,501,15.0,78,63.0
안산시, 38,부천역차고지-에이스아파트,2,평일,18시~19시,264,257,521,11.5,39,63.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,11시~12시,408,388,796,8.5,69,63.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),2,평일,07시~08시,271,209,480,11.0,27,62.0
광명시, 1(광명),거모동-개봉역,2,평일,09시~10시,634,684,1318,8.5,108,62.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,2,평일,19시~20시,258,279,537,11.5,25,62.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),2,평일,08시~09시,247,371,618,20.0,99,62.0
안산시, 62,본오동종점-한라비발디1차,2,평일,10시~11시,675,673,1348,8.0,108,62.0
시흥시, 16,은계아란트리-인천대공원역,2,평일,07시~08시,148,145,293,20.0,20,62.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,06시~07시,187,125,312,27.5,104,62.0
시흥시, 23,월곶역-본오동차고지,2,평일,21시~22시,393,426,819,12.5,99,62.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,2,평일,07시~08시,97,76,173,30.0,44,61.0
안산시, 38,부천역차고지-에이스아파트,2,평일,08시~09시,255,301,556,11.5,39,61.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),2,평일,16시~17시,242,228,470,20.0,99,61.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,12시~13시,181,173,354,27.5,104,60.0
안산시, 31-7,한라2차아파트입구-부천역차고지,2,평일,17시~18시,306,288,594,15.0,96,60.0
안산시, 55,본오동종점-오이도차고지,2,평일,15시~16시,498,421,919,9.0,93,60.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,14시~15시,181,177,358,27.5,104,60.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,2,평일,17시~18시,116,116,232,25.0,45,60.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,13시~14시,577,582,1159,10.0,120,60.0
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,15시~16시,492,487,979,12.5,128,60.0
안산시, 50,그랑시티자이정문-KTX광명역1번출구,2,평일,18시~19시,52,53,105,60.0,65,60.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,19시~20시,579,674,1253,10.0,120,60.0
광명시, 1(광명),거모동-개봉역,2,평일,06시~07시,613,478,1091,8.5,108,60.0
안산시, 62,본오동종점-한라비발디1차,2,평일,06시~07시,649,631,1280,8.0,108,60.0
안산시, 350,경원여객안양차고지-함상전망대,2,평일,17시~18시,229,195,424,25.0,119,60.0
시흥시, 23,월곶역-본오동차고지,2,평일,06시~07시,378,366,744,12.5,99,60.0
광명시, 39,매화초등학교-개봉역,2,평일,06시~07시,141,98,239,20.5,45,60.0
시흥시, 16,은계아란트리-인천대공원역,2,평일,18시~19시,142,134,276,20.0,20,59.0
부천시, 23-2,계수동종점-라일락마을어린이공원,2,평일,10시~11시,384,384,768,8.5,69,59.0
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,21시~22시,219,203,422,13.0,39,59.0
안산시, 98,오이도차고지-수변공원휴게소,2,평일,11시~12시,179,166,345,27.5,104,59.0
안산시, 38,부천역차고지-에이스아파트,2,평일,16시~17시,246,227,473,11.5,39,59.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,15시~16시,163,164,327,25.0,86,59.0
안산시, 61,화진금속공업-부천터미널소풍,2,평일,10시~11시,555,522,1077,10.0,120,57.99999999999999
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,13시~14시,206,209,415,15.0,67,57.99999999999999
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,2,평일,16시~17시,112,105,217,25.0,45,57.99999999999999
안산시, 31-7,한라2차아파트입구-부천역차고지,2,평일,16시~17시,299,262,561,15.0,96,57.99999999999999
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,11시~12시,213,233,446,13.0,39,57.99999999999999
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,07시~08시,475,449,924,12.5,128,57.99999999999999
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,2,평일,14시~15시,159,146,305,25.0,86,57.99999999999999
광명시, 11-3,마린월드-KTX광명역1번출구,2,평일,07시~08시,78,65,143,37.5,63,57.99999999999999
광명시, 11-3,마린월드-KTX광명역1번출구,2,평일,16시~17시,78,76,154,37.5,63,57.99999999999999
광명시, 11-3,마린월드-KTX광명역1번출구,2,평일,17시~18시,78,75,153,37.5,63,57.99999999999999
광명시, 1(광명),거모동-개봉역,2,평일,11시~12시,591,627,1218,8.5,108,57.99999999999999
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,2,평일,21시~22시,244,250,494,11.5,25,57.99999999999999
광명시, 2(광명),스타필드시티부천-안양역,2,평일,10시~11시,519,528,1047,8.0,90,57.99999999999999
안산시, 30-2,오이도차고지-목감중심상업지구,2,평일,18시~19시,475,527,1002,12.5,128,57.99999999999999
안양시, 81,목감호수품애.중흥S클래스-안양역,2,평일,10시~11시,211,200,411,13.0,39,56.99999999999999
시흥시, 26,시흥우체국.센트럴병원-신천동,2,평일,07시~08시,125,117,242,35.0,96,56.99999999999999
시흥시, 12,삼미시장-김포공항국내선(9번홈),2,평일,12시~13시,205,180,385,15.0,67,56.99999999999999
