지역,노선,시·종점,월,일시,시간,승차,하차,전체,주중 평균배차시간,노선운행시간,시간별 포화도
안산시, 125,홈플러스-본오교회앞,3,평일,21시~22시,419,426,845,17.5,97,94.0
안산시, 55,본오동종점-오이도차고지,3,평일,17시~18시,769,741,1510,9.0,93,93.0
광명시, 1(광명),거모동-개봉역,3,평일,19시~20시,942,"1,070",2012,8.5,108,93.0
안산시, 98,오이도차고지-수변공원휴게소,3,평일,17시~18시,281,254,535,27.5,104,93.0
안산시, 125,홈플러스-본오교회앞,3,평일,20시~21시,412,388,800,17.5,97,93.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),3,평일,16시~17시,588,521,1109,11.5,92,92.0
시흥시, 25,오이도차고지-정왕역환승센터,3,평일,07시~08시,88,88,176,50.0,32,92.0
안산시, 30-2,오이도차고지-목감중심상업지구,3,평일,08시~09시,757,827,1584,12.5,128,92.0
안산시, 125,홈플러스-본오교회앞,3,평일,09시~10시,410,470,880,17.5,97,92.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),3,평일,08시~09시,359,488,847,20.0,99,91.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,19시~20시,591,658,1249,8.5,69,91.0
광명시, 11-3,마린월드-KTX광명역1번출구,3,평일,07시~08시,122,95,217,37.5,63,91.0
안산시, 38,부천역차고지-에이스아파트,3,평일,18시~19시,374,365,739,11.5,39,90.0
시흥시, 23,월곶역-본오동차고지,3,평일,14시~15시,568,590,1158,12.5,99,90.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,3,평일,19시~20시,78,85,163,60.0,65,90.0
광명시, 1(광명),거모동-개봉역,3,평일,16시~17시,917,915,1832,8.5,108,90.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),3,평일,09시~10시,321,346,667,15.0,67,90.0
안산시, 22,자원재생공사-삼천리마을앞,3,평일,19시~20시,393,392,785,17.5,97,89.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,07시~08시,432,336,768,12.0,74,88.0
안산시, 55,본오동종점-오이도차고지,3,평일,08시~09시,723,808,1531,9.0,93,87.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,09시~10시,568,614,1182,8.5,69,87.0
시흥시, 5604,목감호수품애.중흥S클래스-석수역(중),3,평일,07시~08시,380,253,633,11.0,27,87.0
광명시, 11-3,마린월드-KTX광명역1번출구,3,평일,18시~19시,115,103,218,37.5,63,86.0
안산시, 62,본오동종점-한라비발디1차,3,평일,09시~10시,930,949,1879,8.0,108,86.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),3,평일,19시~20시,549,666,1215,11.5,92,86.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,3,평일,19시~20시,66,76,142,90.0,86,86.0
안산시, 125,홈플러스-본오교회앞,3,평일,13시~14시,380,393,773,17.5,97,86.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,15시~16시,561,512,1073,8.5,69,86.0
안산시, 30-2,오이도차고지-목감중심상업지구,3,평일,18시~19시,701,690,1391,12.5,128,86.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),3,평일,16시~17시,307,279,586,15.0,67,86.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,3,평일,08시~09시,165,184,349,25.0,45,86.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,3,평일,07시~08시,281,174,455,22.5,92,86.0
안산시, 31-7,한라2차아파트입구-부천역차고지,3,평일,18시~19시,436,432,868,15.0,96,85.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,19시~20시,762,833,1595,8.0,90,85.0
안산시, 125,홈플러스-본오교회앞,3,평일,22시~23시,376,408,784,17.5,97,85.0
광명시, 11,광명돔경륜장.광남문-안양역,3,평일,17시~18시,135,106,241,32.5,65,84.0
안산시, 30-2,오이도차고지-목감중심상업지구,3,평일,17시~18시,690,659,1349,12.5,128,84.0
시흥시, 3200,포동차고지-서초역1번출구,3,평일,07시~08시,251,152,403,22.5,84,84.0
안산시, 31-7,한라2차아파트입구-부천역차고지,3,평일,07시~08시,423,321,744,15.0,96,83.0
안산시, 20,경원여객-시흥시청후문.종합일자리센터,3,평일,17시~18시,57,37,94,70.0,40,83.0
시흥시, 23,월곶역-본오동차고지,3,평일,11시~12시,526,498,1024,12.5,99,83.0
안산시, 62,본오동종점-한라비발디1차,3,평일,15시~16시,892,816,1708,8.0,108,83.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,19시~20시,407,479,886,12.0,74,82.0
광명시, 1(광명),거모동-개봉역,3,평일,15시~16시,829,740,1569,8.5,108,82.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,15시~16시,404,343,747,12.0,74,82.0
시흥시, 20-1,정왕역환승센터-부곡중학교,3,평일,20시~21시,342,356,698,15.0,78,82.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,14시~15시,741,674,1415,8.0,90,82.0
안산시, 125,홈플러스-본오교회앞,3,평일,06시~07시,364,296,660,17.5,97,82.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,3,평일,16시~17시,227,223,450,25.0,86,82.0
광명시, 39,매화초등학교-개봉역,3,평일,06시~07시,193,141,334,20.5,45,82.0
안산시, 61,화진금속공업-부천터미널소풍,3,평일,16시~17시,777,598,1375,10.0,120,81.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,3,평일,14시~15시,62,57,119,90.0,86,81.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,3,평일,07시~08시,339,268,607,15.0,78,81.0
광명시, 39,매화초등학교-개봉역,3,평일,19시~20시,189,239,428,20.5,45,81.0
안산시, 125,홈플러스-본오교회앞,3,평일,10시~11시,359,345,704,17.5,97,81.0
시흥시, 70,배곧누리초.중흥S클래스-시흥푸르지오6차,3,평일,08시~09시,154,142,296,25.0,38,80.0
시흥시, 16,은계아란트리-인천대공원역,3,평일,07시~08시,192,154,346,20.0,20,80.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,3,평일,19시~20시,332,386,718,15.0,78,80.0
시흥시, 26,시흥우체국.센트럴병원-신천동,3,평일,07시~08시,175,116,291,35.0,96,80.0
안양시, 81,목감호수품애.중흥S클래스-안양역,3,평일,15시~16시,294,279,573,13.0,39,80.0
시흥시, 23,월곶역-본오동차고지,3,평일,06시~07시,506,453,959,12.5,99,80.0
안산시, 38,부천역차고지-에이스아파트,3,평일,08시~09시,330,398,728,11.5,39,79.0
안산시, 38,부천역차고지-에이스아파트,3,평일,07시~08시,330,271,601,11.5,39,79.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,13시~14시,389,381,770,12.0,74,79.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,3,평일,07시~08시,243,154,397,22.5,88,78.0
안산시, 99,오이도차고지-삼천리마을앞,3,평일,08시~09시,303,315,618,17.5,85,78.0
시흥시, 26,시흥우체국.센트럴병원-신천동,3,평일,17시~18시,171,133,304,35.0,96,78.0
안산시, 62,본오동종점-한라비발디1차,3,평일,06시~07시,834,744,1578,8.0,108,77.0
시흥시, 97,푸르지오6차후문-능곡어울림센터.능곡중,3,평일,08시~09시,184,194,378,20.0,53,77.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,09시~10시,379,400,779,12.0,74,77.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,13시~14시,501,469,970,8.5,69,77.0
안산시, 125,홈플러스-본오교회앞,3,평일,12시~13시,340,325,665,17.5,97,77.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,15시~16시,692,686,1378,8.0,90,77.0
시흥시, 21,오이도차고지-태영아파트,3,평일,18시~19시,263,300,563,25.0,107,77.0
시흥시, 23,월곶역-본오동차고지,3,평일,10시~11시,485,465,950,12.5,99,77.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,16시~17시,691,683,1374,8.0,90,77.0
시흥시, 29,정왕역환승센터-MTV웨이브파크서측,3,평일,07시~08시,122,102,224,30.0,42,76.0
광명시, 1(광명),거모동-개봉역,3,평일,06시~07시,768,581,1349,8.5,108,76.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,3,평일,07시~08시,146,128,274,25.0,45,76.0
안양시, 81,목감호수품애.중흥S클래스-안양역,3,평일,16시~17시,280,272,552,13.0,39,76.0
안산시, 22,자원재생공사-삼천리마을앞,3,평일,16시~17시,336,340,676,17.5,97,76.0
안양시, 81,목감호수품애.중흥S클래스-안양역,3,평일,19시~20시,276,328,604,13.0,39,75.0
안산시, 30-2,오이도차고지-목감중심상업지구,3,평일,07시~08시,604,514,1118,12.5,128,74.0
안산시, 22,자원재생공사-삼천리마을앞,3,평일,15시~16시,328,309,637,17.5,97,74.0
안산시, 31-7,한라2차아파트입구-부천역차고지,3,평일,17시~18시,381,297,678,15.0,96,74.0
안산시, 62,본오동종점-한라비발디1차,3,평일,20시~21시,794,875,1669,8.0,108,74.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,3,평일,18시~19시,283,240,523,12.5,57,74.0
안산시, 125,홈플러스-본오교회앞,3,평일,14시~15시,326,312,638,17.5,97,74.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),3,평일,20시~21시,262,270,532,15.0,67,73.0
시흥시, 23,월곶역-본오동차고지,3,평일,20시~21시,464,501,965,12.5,99,73.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,3,평일,08시~09시,305,297,602,11.5,25,73.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,09시~10시,659,706,1365,8.0,90,73.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,3,평일,17시~18시,140,115,255,25.0,45,73.0
광명시, 1(광명),거모동-개봉역,3,평일,09시~10시,740,843,1583,8.5,108,73.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,22시~23시,361,397,758,12.0,74,73.0
시흥시, 21,오이도차고지-태영아파트,3,평일,16시~17시,247,193,440,25.0,107,72.0
안산시, 55,본오동종점-오이도차고지,3,평일,16시~17시,599,549,1148,9.0,93,72.0
안산시, 22,자원재생공사-삼천리마을앞,3,평일,09시~10시,320,346,666,17.5,97,72.0
안산시, 350,경원여객안양차고지-함상전망대,3,평일,07시~08시,274,232,506,25.0,119,72.0
시흥시, 20-1,정왕역환승센터-부곡중학교,3,평일,15시~16시,296,281,577,15.0,78,71.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,3,평일,19시~20시,221,223,444,22.5,88,71.0
안산시, 38,부천역차고지-에이스아파트,3,평일,17시~18시,291,250,541,11.5,39,70.0
안산시, 62,본오동종점-한라비발디1차,3,평일,14시~15시,759,740,1499,8.0,108,70.0
시흥시, 21,오이도차고지-태영아파트,3,평일,19시~20시,241,258,499,25.0,107,70.0
시흥시, 3300,능곡공영차고지-강남역.역삼세무서,3,평일,18시~19시,229,180,409,22.5,92,70.0
안산시, 62,본오동종점-한라비발디1차,3,평일,12시~13시,758,724,1482,8.0,108,70.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,12시~13시,345,335,680,12.0,74,70.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,21시~22시,347,322,669,12.0,74,70.0
시흥시, 28,정왕역환승센터-MTV웨이브파크서측,3,평일,07시~08시,112,88,200,30.0,44,70.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,14시~15시,452,462,914,8.5,69,70.0
안산시, 31-7,한라2차아파트입구-부천역차고지,3,평일,08시~09시,356,458,814,15.0,96,70.0
안산시, 30-2,오이도차고지-목감중심상업지구,3,평일,16시~17시,572,564,1136,12.5,128,70.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,22시~23시,449,496,945,8.5,69,69.0
안산시, 38,부천역차고지-에이스아파트,3,평일,16시~17시,290,259,549,11.5,39,69.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,3,평일,07시~08시,260,199,459,12.5,57,68.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,3,평일,16시~17시,281,264,545,15.0,78,68.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),3,평일,19시~20시,270,321,591,20.0,99,68.0
광명시, 1(광명),거모동-개봉역,3,평일,12시~13시,692,629,1321,8.5,108,68.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,3,평일,19시~20시,185,243,428,25.0,86,67.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,3,평일,19시~20시,46,29,75,70.0,54,67.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,20시~21시,438,440,878,8.5,69,67.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,22시~23시,603,614,1217,8.0,90,67.0
안산시, 125,홈플러스-본오교회앞,3,평일,11시~12시,299,311,610,17.5,97,67.0
시흥시, 32,경원여객안양차고지-풍림2단지.소래포구입구,3,평일,15시~16시,185,150,335,25.0,86,67.0
광명시, 1(광명),거모동-개봉역,3,평일,20시~21시,678,732,1410,8.5,108,67.0
안산시, 98,오이도차고지-수변공원휴게소,3,평일,15시~16시,201,205,406,27.5,104,66.0
안산시, 5609,그랑시티자이214동앞-여의도환승센터(2번승강장),3,평일,07시~08시,207,108,315,27.5,108,66.0
시흥시, 5602,이마트-구로디지털단지역환승센터(1번승강장),3,평일,15시~16시,420,373,793,11.5,92,66.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,3,평일,08시~09시,254,308,562,12.5,57,66.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,14시~15시,328,328,656,12.0,74,66.0
안산시, 22,자원재생공사-삼천리마을앞,3,평일,20시~21시,294,313,607,17.5,97,66.0
시흥시, 31-3,능곡공영차고지-부천소방서.부천대학사거리,3,평일,17시~18시,253,247,500,12.5,57,66.0
부천시, 23-2,계수동종점-라일락마을어린이공원,3,평일,21시~22시,431,418,849,8.5,69,66.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,3,평일,15시~16시,57,47,104,60.0,65,66.0
시흥시, 21,오이도차고지-태영아파트,3,평일,17시~18시,224,225,449,25.0,107,65.0
부천시, 66,부인초교-용못내공원.옥길동종점,3,평일,20시~21시,322,305,627,12.0,74,65.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,3,평일,05시~06시,50,46,96,90.0,86,65.0
안산시, 50,안산해솔초등학교-KTX광명역1번출구,3,평일,16시~17시,56,58,114,60.0,65,65.0
시흥시, 530,능곡공영차고지-여의도환승센터(1번승강장),3,평일,17시~18시,256,206,462,20.0,99,65.0
안산시, 76,본오교회앞-동보아파트후문.군자교회,3,평일,08시~09시,50,61,111,90.0,86,65.0
안산시, 62,본오동종점-한라비발디1차,3,평일,13시~14시,698,701,1399,8.0,108,65.0
안산시, 62,본오동종점-한라비발디1차,3,평일,11시~12시,703,703,1406,8.0,108,65.0
안산시, 320,경원여객-여의도환승센터(1번승강장),3,평일,07시~08시,413,311,724,15.0,121,64.0
안양시, 81,목감호수품애.중흥S클래스-안양역,3,평일,09시~10시,235,282,517,13.0,39,64.0
안산시, 62,본오동종점-한라비발디1차,3,평일,10시~11시,688,697,1385,8.0,108,64.0
시흥시, 3400,한국산업기술대.시흥터미널-강남역.역삼세무서,3,평일,18시~19시,201,153,354,22.5,88,64.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,3,평일,19시~20시,269,307,576,11.5,25,64.0
안산시, 61,화진금속공업-부천터미널소풍,3,평일,15시~16시,611,632,1243,10.0,120,64.0
시흥시, 12,삼미시장-김포공항국내선(9번홈),3,평일,15시~16시,228,224,452,15.0,67,64.0
안산시, 34,안산운전면허시험장-월곶동주민센터.월곶포구,3,평일,18시~19시,44,43,87,70.0,54,64.0
안산시, 98,오이도차고지-수변공원휴게소,3,평일,06시~07시,191,157,348,27.5,104,63.0
시흥시, 99-2,배곧누리초.중흥S클래스-이마트,3,평일,07시~08시,265,252,517,11.5,25,63.0
안산시, 30-2,오이도차고지-목감중심상업지구,3,평일,15시~16시,513,456,969,12.5,128,63.0
안산시, 123,푸르지오6차후문-탄도,3,평일,07시~08시,218,194,412,25.0,110,62.0
안산시, 99,오이도차고지-삼천리마을앞,3,평일,18시~19시,239,233,472,17.5,85,62.0
광명시, 39,매화초등학교-개봉역,3,평일,09시~10시,145,207,352,20.5,45,62.0
시흥시, 31-9,포동차고지-부천소방서.부천대학사거리,3,평일,16시~17시,120,137,257,25.0,45,62.0
시흥시, 3200,포동차고지-서초역1번출구,3,평일,06시~07시,184,26,210,22.5,84,62.0
광명시, 2(광명),스타필드시티부천-안양역,3,평일,13시~14시,559,556,1115,8.0,90,62.0
시흥시, 63,오이도차고지-은계초등학교.사랑스러운교회,3,평일,15시~16시,257,242,499,15.0,78,62.0
