순번,STATION_NM,GPS_X,GPS_Y,MAP_X,MAP_Y,STATION_ID,MOBILE_NO
34264,방죽머리,12650.488,3724.322,185964.00919,434013.12792,224000032,25594
34266,칠리저수지,12650.763,3724.28,186373.39629,433938.32848,224000033,25598
34270,목감동,12652.033,3723.159,188244.36532,431860.20528,224000034,25628
34281,칠리저수지,12650.78,3724.206,186397.16301,433800.60268,224000035,25599
34294,방죽머리,12650.511,3724.311,186001.21575,433995.70191,224000036,25596
34424,금이사거리,12650.015,3724.329,185269.0025,434030.06708,224000037,25652
20603,도창초교,12649.574,3724.345,184617.97234,434061.66848,224000038,25544
20597,에이스아파트,12649.396,3724.573,184356.16196,434482.81889,224000039,25538
21253,매화동,12649.057,3725.031,183858.62578,435331.09922,224000040,25528
21254,물왕교,12649.85,3723.11,185021.45414,431775.43231,224000041,25550
21273,월미,12649.777,3723.207,184914.04113,431955.02892,224000042,25547
21408,무재비농원,12649.885,3723.427,185068.04278,432360.12718,224000043,25552
21412,금이2동,12650.238,3723.576,185579.03459,432614.13323,224000044,25578
21417,금이1동,12650.172,3723.851,185499.43283,433145.74491,224000045,25573
21418,금이2동,12650.254,3723.579,185593.0347,432600.13357,224000046,25579
21420,무재비농원,12649.918,3723.44,185123.79319,432385.47328,224000047,25554
21421,월미,12649.782,3723.195,184921.93624,431932.37968,224000048,25548
21422,물왕교,12649.85,3723.121,185022.3738,431796.5922,224000049,25549
21423,목감중심상업지구,12651.173,3722.71,186972.99827,431031.88184,224000050,25602
21424,조남초.조남중,12651.599,3722.679,187601.54428,430974.01406,224000051,25601
21427,능골마을,12650.519,3722.859,186008.14963,431310.20031,224000052,25597
19252,목감푸르지오.중흥S클래스,12650.517,3722.541,186004.31149,430721.90928,224000054,25411
19253,물왕주유소,12649.771,3722.986,184904.79055,431546.14955,224000055,25546
19256,월미동,12649.511,3723.079,184520.75506,431719.88811,224000056,25543
19278,나분들,12649.252,3723.098,184138.96002,431754.43489,224000057,25534
19280,연성초등학교,12649.164,3723.254,184010.20177,432043.53011,224000058,25533
19281,시흥고교.태평아파트,12648.879,3723.439,183589.18341,432386.26496,224000059,25511
19282,갯골생태공원입구.동양덱스빌,12646.794,3722.865,180510.4238,431332.57468,224000060,25317
19285,월동지구,12646.057,3722.94,179421.76252,431473.4714,224000061,25285
19426,상곡마을.월곶동입구,12645.755,3722.974,178977.15784,431538.03402,224000062,25265
31420,풍림3단지정문,12644.593,3723.213,177245.11241,431983.00606,224000063,25214
35287,풍림1단지정문,12644.336,3723.411,176884.86047,432350.55463,224000064,25184
35288,월동지구,12646.079,3722.956,179454.42257,431502.41868,224000065,25293
35289,갯골생태공원입구.동양덱스빌,12646.808,3722.862,180530.17369,431326.21111,224000066,25318
35290,연성초등학교,12649.146,3723.296,183983.11926,432121.67729,224000067,25532
35294,나분들,12649.261,3723.106,184152.90359,431770.66074,224000068,25535
35303,월미동,12649.515,3723.101,184527.88064,431759.69074,224000069,25542
35951,목감푸르지오.중흥S클래스,12650.527,3722.541,186019.47447,430721.70181,224000070,25581
35956,까치주유소삼거리,12646.443,3726.194,180006.86135,437490.29679,224000071,25667
35965,능골마을,12650.544,3722.862,186045.86048,431314.9941,224000072,25595
35968,목감중심상업지구,12651.14,3722.72,186924.91146,431050.16685,224000074,25603
35972,대안주유소,12651.257,3724.012,187101.27501,433441.02048,224000075,25604
35975,대안주유소,12651.279,3724.015,187132.93309,433447.02512,224000076,25605
28550,한국지도자아카데미,12652.129,3723.943,188387.03491,433310.31561,224000077,25631
28551,율포마을,12652.035,3723.609,188248.26142,432694.03643,224000078,25629
28558,목감사거리.청도아파트,12651.632,3723.213,187652.34316,431961.46885,224000080,25616
28559,목감도서관.대명아파트,12651.602,3723.088,187607.26266,431730.23601,224000081,25615
28565,남왕마을,12651.53,3722.955,187500.91384,431485.27504,224000082,25612
35618,목감지하차도입구,12651.741,3722.929,187812.51109,431437.12186,224000083,25623
35625,풍림2단지.소래포구입구,12644.297,3723.615,176827.27011,432729.1122,224000084,25178
35626,월곶신도시입구,12644.833,3723.344,177617.47535,432224.77333,224000085,25230
35628,상곡마을.월곶동입구,12645.699,3723.03,178894.87568,431640.4111,224000086,25259
35630,남왕마을,12651.51,3722.95,187471.35309,431475.25846,224000087,25610
35632,영남1단지.고합아파트,12643.621,3721.534,175819.17305,428886.00892,224000088,25098
27514,영남4차.아주아파트,12644.161,3721.133,176615.00065,428137.48515,224000089,25155
27517,소방서.군서고.여성비전센터,12644.43,3720.973,177010.89669,427840.96113,224000090,25192
39030,군서미래국제학교,12644.631,3720.85,177306.99363,427611.96594,224000091,25217
39032,수자원공사입구,12645.284,3720.446,178269.42677,426862.74341,224000092,25252
38549,월곶역,12644.519,3723.495,177155.06881,432504.88033,224000093,25204
38552,마린월드,12644.486,3723.255,177104.29304,432062.10351,224000094,25200
38697,월곶동주민센터.월곶포구,12644.363,3723.302,176924.14383,432149.36103,224000095,25187
38698,풍림아파트상가,12644.166,3723.38,176633.27875,432295.22485,224000096,25164
38704,풍림아파트,12644.181,3723.517,176655.50626,432547.25048,224000097,25165
38705,소래포구입구,12644.437,3723.585,177033.90433,432671.7417,224000098,25191
38707,월곶입구,12644.872,3723.386,177671.10391,432300.0102,224000099,25234
38708,구능뿌리,12645.279,3723.332,178276.10339,432200.78262,224000100,25246
38709,고잔마을입구,12645.463,3723.16,178546.24932,431881.89072,224000101,25256
38713,월곶삼거리,12645.726,3722.915,178934.12743,431428.74011,224000102,25725
38717,달월마을,12645.742,3722.736,178955.92417,431097.2412,224000103,25264
38718,별감.통심이,12645.876,3722.594,179152.84218,430833.21902,224000104,25271
39396,마전저수지,12646.002,3722.398,179336.11937,430469.05162,224000105,25278
39399,동원로얄듀크,12648.671,3722.6,183280.02418,430835.24022,224000106,59051
39401,제일주유소,12646.149,3721.825,179550.13444,429408.06371,224000107,25292
39404,새미마을,12646.331,3721.704,179821.0235,429185.72412,224000108,25297
39405,거모동동보아파트,12646.412,3721.396,179939.64924,428616.21278,224000109,25306
39413,배우물,12646.555,3721.163,180149.19552,428183.77074,224000110,25308
39420,배우물,12646.559,3721.14,180154.78548,428142.68139,224000111,25309
39426,거모동동보아파트,12646.41,3721.381,179935.87496,428588.14851,224000112,25307
39434,새미마을,12646.325,3721.676,179812.45804,429134.32635,224000113,25300
39435,제일주유소,12646.179,3721.798,179595.13487,429358.06483,224000114,25296
32346,동원로얄듀크,12648.681,3722.609,183294.13351,430852.48551,224000115,59052
32349,마전저수지,12645.993,3722.389,179322.11975,430452.05154,224000116,25283
32358,별감.통심이,12645.873,3722.583,179149.38001,430813.8935,224000117,25272
32363,달월마을,12645.728,3722.753,178935.66187,431128.59844,224000118,25266
32500,월곶동삼거리,12645.713,3722.913,178913.76737,431423.75155,224000119,25263
32504,구능뿌리,12645.184,3723.377,178141.10058,432268.01791,224000120,25248
19326,월곶신도시입구.월곶동삼거리,12644.947,3723.367,177786.37864,432266.81148,224000121,25236
19330,풍림2단지,12644.419,3723.584,177007.51592,432671.17983,224000122,25190
19331,월곶해안로,12644.314,3723.655,176853.39419,432802.55805,224000123,25724
19469,풍림아파트후문,12644.155,3723.468,176617.24593,432457.36941,224000124,25161
19470,풍림아파트상가,12644.165,3723.395,176632.41384,432322.02405,224000125,25162
19475,월곶동주민센터.월곶포구,12644.374,3723.312,176939.81964,432167.65006,224000126,25188
11116,마린월드,12644.49,3723.266,177110.83564,432083.13446,224000127,25201
12142,시화환경사업소,12641.856,3720.262,173205.05456,426537.67353,224000129,25018
12303,우진프라스코,12642.731,3719.846,174495.02345,425763.61645,224000130,25046
12304,대한통운.동화산업,12642.833,3719.933,174646.00147,425923.72227,224000131,25053
12810,우진플라스코,12642.74,3719.837,174508.67669,425747.83987,224000132,25043
12812,시화환경사업소,12641.86,3720.231,173211.05128,426479.50935,224000133,25019
12824,연꽃마을금호아파트,12648.746,3723.651,183394.44428,432780.03469,224000135,25504
12825,연성중학교,12648.767,3723.507,183426.05354,432521.09975,224000136,25505
12829,시흥등기소,12648.44,3723.443,182941.32663,432395.91375,224000137,25495
12972,시흥시청.종합일자리센터,12648.145,3722.743,182503.00322,431102.31148,224000138,25474
12974,대동청구아파트.장현초교,12647.947,3722.851,182212.0033,431302.62093,224000139,25464
12975,계룡2차아파트,12643.204,3721.404,175202.17136,428643.73976,224000140,25689
12978,진말초등학교.루벤시아1차,12647.358,3722.914,181341.93572,431420.82866,224000141,25383
12981,대우아파트.장곡중학교,12647.221,3722.751,181139.44928,431119.26497,224000142,25359
10969,장곡고등학교.숲속마을,12646.922,3722.763,180698.27524,431143.53332,224000143,25328
10970,군자디지털과학고,12646.918,3721.046,180681.14814,427964.09344,224000144,25324
10971,군서미래국제학교,12644.675,3720.75,177371.85638,427428.32206,224000145,25218
10972,군자디지털과학고,12646.907,3721.059,180666.14789,427988.093,224000147,25327
10974,은계단독주택.호반써밋,12648.272,3726.133,182704.86576,437371.67848,224000148,25508
5590,금호타운,12648.885,3723.571,183599.64108,432631.45269,224000149,25515
5591,동원아파트,12644.195,3722.041,176669.3537,429817.58501,224000150,25167
5592,함현고등학교,12644.337,3721.91,176875.1536,429572.02,224000151,25183
5593,보성아파트,12643.98,3721.707,176360.16379,429193.01496,224000152,25142
5605,서해아파트,12643.727,3721.647,175976.85336,429090.09428,224000153,25110
9704,월곶에코피아,12644.979,3723.796,177835.6001,433060.46865,224000154,25989
9718,서해초교,12643.451,3721.361,175567.58623,428561.96326,224000155,25087
9719,건영7차.신호새피앙,12643.449,3721.283,175563.35139,428419.28952,224000156,25086
9856,건영4단지,12643.828,3721.05,176111.18495,427983.02095,224000157,25123
10378,세종3차아파트,12643.809,3721.032,176086.18565,427952.02081,224000158,25122
10379,건영7차.신호새피앙,12643.438,3721.257,175546.63919,428371.42311,224000159,25084
10381,주공1단지,12643.431,3721.361,175535.18054,428559.00712,224000160,25085
10384,서해중학교.한일아파트,12643.502,3721.432,175642.86095,428693.60233,224000161,25092
10387,서해아파트,12643.718,3721.656,175958.16854,429100.00937,224000162,25111
10388,오이도역,12644.241,3721.697,176734.69269,429181.62344,224000163,25171
10539,함현고등학교,12644.31,3721.911,176832.15397,429571.01933,224000164,25181
10543,동원아파트,12644.202,3722.026,176679.3268,429790.41636,224000165,25166
10550,성광레이저.한도금속,12643.867,3719.94,176171.21697,425926.03874,224000166,25133
10551,파인힐.근로자복지회관,12643.675,3720.312,175890.2084,426613.02868,224000167,25104
10552,파인힐.근로자복지회관,12643.685,3720.289,175904.20882,426579.02918,224000168,25103
10556,성광레이저.한도금속,12643.883,3719.934,176205.21658,425933.03922,224000169,25134
10559,만수철강,12643.757,3719.809,176011.35873,425689.89595,224000170,25114
8500,목감지하차도입구,12651.777,3722.918,187865.01358,431415.91322,224000171,25607
24877,옥길동입구,12648.787,3727.587,183469.55748,440060.72548,224000174,25526
24878,계수동교회,12649.035,3727.24,183825.94006,439444.04926,224000175,25527
25526,현대C&S.(주)서진하이테크,12644.045,3720.12,176437.20202,426264.98379,224000177,25152
25527,캡쎈,12644.135,3720.214,176571.15627,426437.49704,224000178,25158
25528,경기과학기술대.시흥에코센터,12644.265,3720.348,176764.45664,426685.26268,224000179,25177
25548,영남6단지,12644.357,3720.45,176899.19611,426872.04251,224000180,25186
25552,정왕동이주단지,12644.778,3720.86,177524.45175,427630.83897,224000181,25225
25554,정촌마을,12645.816,3721.284,179058.43532,428410.35347,224000182,25268
25556,정촌마을,12645.823,3721.276,179068.99363,428396.23793,224000183,25267
25558,정왕동이주단지,12644.762,3720.859,177499.1792,427633.04577,224000184,25226
25560,주공6단지,12644.377,3720.442,176930.12746,426859.61082,224000185,25189
25680,경기과학기술대.시흥에코센터,12644.221,3720.284,176695.20264,426564.0418,224000186,25170
25682,캡쎈,12644.138,3720.199,176575.30509,426410.71288,224000187,25157
25685,서은에프에이,12644.04,3720.098,176430.26713,426224.89065,224000188,25151
26227,함상전망대,12641.319,3720.497,172414.04664,426974.2317,224000189,25008
26228,오이도빨강등대,12641.254,3720.719,172318.3538,427386.00687,224000190,25001
26360,오이도입구,12642.121,3720.8,173599.37563,427530.40731,224000191,25027
26362,고합아파트,12643.623,3721.558,175816.17265,428913.00866,224000192,25099
26366,문영센스빌,12643.904,3721.847,176229.16087,429445.01082,224000193,25136
26369,대림아파트,12644.171,3721.873,176628.15671,429503.01666,224000194,25163
26375,오이도역,12644.258,3721.724,176760.05031,429230.95745,224000195,25176
26376,신한아파트,12644.021,3721.625,176404.16568,429051.01682,224000196,25146
26378,영남2단지,12643.864,3721.465,176169.17243,428745.01562,224000197,25132
26386,신우아파트,12643.854,3721.227,176161.8606,428313.7655,224000198,25129
24342,건영3차아파트,12643.771,3721.143,176038.6276,428157.51494,224000199,25117
24345,정왕고,12643.688,3721.054,175915.09649,427994.74901,224000200,25106
16635,세종아파트,12643.705,3720.963,175938.18895,427819.01956,224000201,25107
12092,계룡1단지,12643.854,3720.869,176159.38701,427650.30536,224000202,25130
12094,시화중심상가48블럭,12643.934,3720.819,176293.19041,427544.02742,224000203,25139
12613,시화농협,12644.213,3720.646,176680.19204,427242.03601,224000204,25168
12614,금강아파트,12644.326,3720.579,176852.19275,427109.03982,224000205,25182
12621,정왕초등학교,12644.551,3720.44,177184.19414,426850.04719,224000206,25207
12622,건영1단지,12644.709,3720.341,177418.19515,426666.0524,224000207,25220
12624,두산아파트,12644.713,3720.323,177425.09574,426636.92188,224000208,25219
12627,정왕중학교,12644.551,3720.422,177186.45355,426821.50234,224000209,25208
12630,영남6단지,12644.361,3720.539,176906.28145,427037.90214,224000210,25185
12759,시화농협,12644.22,3720.629,176698.17794,427206.37396,224000211,25169
12763,시화중심상가48블럭,12644.006,3720.759,176383.06045,427447.11509,224000212,25145
12767,청솔아파트,12643.83,3720.867,176124.05198,427646.96606,224000213,25124
12768,진로아파트,12643.706,3720.944,175941.3589,427789.49067,224000214,25108
12769,목감도서관.삼호가든아파트,12651.591,3723.067,187591.43421,431692.51793,224000215,25614
12771,목감사거리.농협,12651.641,3723.239,187665.58751,432010.29346,224000216,25617
12775,율포마을,12652.022,3723.623,188228.8605,432719.45041,224000218,25627
12780,목감호반5차더숲,12650.985,3722.298,186694.55907,430270.44079,224000219,25757
13443,지산주유소,12652.265,3724.046,188589.36103,433501.12042,224000220,25635
13448,논곡주유소,12651.886,3723.976,188029.58685,433372.06382,224000221,25620
13451,현충탑,12651.533,3724.012,187508.18129,433439.31769,224000222,25613
13463,논곡동,12651.418,3723.694,187336.01662,432848.1593,224000223,25608
25290,목감사거리,12651.668,3723.361,187710.02341,432232.17029,224000224,25618
25295,목감동,12651.935,3723.051,188098.32982,431660.81228,224000225,25624
16636,장군재,12652.148,3722.872,188412.95168,431330.88544,224000226,25633
16639,한샘,12652.479,3722.314,188903.04463,430294.20507,224000227,25637
17289,무진아파트,12645.003,3720.142,177853.25425,426301.02852,224000228,25239
17290,서울프라자,12644.866,3720.229,177650.27469,426463.44417,224000229,25233
17305,두산아파트,12644.74,3720.243,177479.19706,426514.0546,224000230,25224
17307,글로비스자동차경매장,12644.544,3720.044,177174.23736,426123.03453,224000231,25206
17314,코포모,12644.323,3719.812,176850.21497,425704.05128,224000232,25180
17316,서진클러치,12644.13,3719.881,176562.20693,425823.22047,224000233,25156
21526,정왕119안전센터,12643.851,3720.054,176151.24985,426144.12361,224000234,25118
19004,유통상가,12643.667,3720.168,175880.02709,426354.37008,224000235,25101
19009,공구상가.문화발전소창공,12643.508,3720.267,175645.24329,426538.52535,224000236,25093
19013,동서식품,12643.317,3720.384,175363.61914,426756.13689,224000237,25075
19014,영신,12643.095,3720.522,175036.09924,427012.60554,224000238,25065
19017,삼립식품,12642.937,3720.62,174803.36974,427194.07758,224000239,25057
18050,동아레이저,12642.687,3720.774,174435.89607,427480.27455,224000240,25042
18052,㈜동진쎄미켐,12642.243,3720.707,173779.13768,427359.26952,224000241,25032
18073,오이도해양단지.옥터초교입구,12641.608,3720.87,172842.18041,427662.48178,224000242,25017
18076,목감한신더휴.호반2차,12650.949,3722.551,186641.91712,430739.23006,224000243,25995
18085,함상전망대,12641.311,3720.509,172401.47395,426997.11864,224000244,25006
18086,목감호반2차.한신더휴,12650.942,3722.562,186631.20585,430758.50962,224000245,25996
18087,오이도빨강등대,12641.273,3720.732,172347.56896,427409.5904,224000246,25715
18088,오이도해양단지.옥터초교입구,12641.597,3720.879,172827.07982,427679.05092,224000247,25016
18089,KG에코서비스코리아,12642.249,3720.716,173788.69175,427375.32908,224000248,25033
18090,동아레이저,12642.746,3720.767,174462.20604,427497.99887,224000249,25047
18091,삼립식품,12642.936,3720.65,174791.2074,427242.00617,224000250,25056
18227,하엠,12643.099,3720.541,175043.10477,427047.13562,224000251,25063
18228,세진,12643.275,3720.439,175299.20946,426850.0174,224000252,25072
18229,유통상가,12643.53,3720.275,175677.82727,426553.07239,224000253,25094
14740,서진클러치,12644.149,3719.894,176562.21473,425867.0454,224000255,25160
14747,코포모,12644.296,3719.826,176819.21493,425722.05065,224000256,25179
14750,글로비스자동차경매장,12644.472,3720.005,177067.99286,426050.51023,224000257,25197
14885,두산아파트,12644.717,3720.259,177421.19768,426505.05376,224000258,25221
14891,서울프라자,12644.863,3720.246,177652.19616,426482.0576,224000259,25232
14893,유천아파트,12644.99,3720.167,177831.19691,426343.06157,224000260,25238
15430,한샘,12652.459,3722.304,188870.58076,430278.60922,224000261,25636
15433,장군재,12652.136,3722.827,188395.67506,431245.93181,224000262,25632
15580,목감동.목감마을,12652.025,3722.987,188231.64307,431542.40917,224000263,25626
15585,목감사거리,12651.724,3723.271,187787.87198,432068.66273,224000264,25619
15586,논곡동.산호아파트,12651.417,3723.654,187335.56678,432777.80443,224000265,25609
15612,현충탑,12651.521,3724.023,187485.00571,433457.1567,224000266,25611
15615,논곡주유소,12651.922,3723.993,188068.00191,433399.16647,224000267,25622
13561,지산주유소,12652.205,3724.045,188493.99683,433501.17243,224000268,25634
12224,소래중고등학교입구,12647.645,3726.339,181780.45881,437754.57576,224000269,25434
12229,은행동입구,12647.839,3726.331,182066.72881,437739.56642,224000270,25457
12874,은계브리즈힐,12648.161,3726.276,182540.97507,437636.61895,224000271,25482
12879,길마재,12648.627,3725.943,183227.25253,437019.32165,224000272,25737
12880,안현동,12648.961,3725.302,183717.50653,435831.94263,224000273,25523
12881,매화고,12648.9,3724.96,183624.00937,435197.08096,224000274,25517
12882,진양아파트,12648.886,3724.83,183604.013,434979.08243,224000275,25513
12883,금강아파트,12648.937,3724.659,183672.01752,434660.08613,224000276,25518
12884,도두머리,12648.939,3724.541,183664.02122,434432.08787,224000277,25519
12886,에이스아파트,12649.096,3724.524,183933.0197,434390.0925,224000278,25531
31421,도두머리,12648.934,3724.536,183660.02147,434418.08792,224000279,25520
39162,금강아파트,12648.931,3724.645,183662.01803,434633.08619,224000280,25521
39168,삼화아파트,12648.876,3724.836,183585.01323,434974.08217,224000281,25512
39169,매화고,12648.89,3724.966,183608.00932,435208.08062,224000282,25516
39170,안현동,12648.961,3725.27,183716.99669,435773.10371,224000283,25522
39084,길마재,12648.716,3725.844,183358.64282,436835.4562,224000284,25502
39745,은계브리즈힐,12648.172,3726.256,182557.35797,437599.87996,224000285,25483
39754,은행동입구,12647.812,3726.318,182026.70046,437716.22793,224000286,25450
39757,소래중고등학교입구,12647.635,3726.322,181765.93957,437724.40046,224000287,25433
39758,큰말,12647.235,3721.63,181156.00976,429045.82295,224000288,25363
39762,시흥고교.태평아파트,12648.852,3723.449,183549.30295,432406.04494,224000289,25510
39911,큰말,12647.247,3721.641,181169.12677,429063.09219,224000290,25368
39912,수자원공사입구,12645.266,3720.432,178242.00125,426837.81033,224000291,25251
39913,군서미래국제학교,12644.614,3720.836,177282.39467,427587.3221,224000292,25215
27515,소방서.군서고.여성비전센터,12644.449,3720.94,177038.44771,427780.04909,224000293,25194
40442,모아아파트.세종프라자,12643.823,3721.764,176110.1642,429296.01016,224000294,25131
40443,보성아파트,12644.005,3721.714,176386.71086,429212.71477,224000295,25150
40447,세종아파트,12644.126,3721.874,176566.03676,429509.27509,224000296,25159
40572,문영센스빌,12643.937,3721.862,176287.94864,429487.72756,224000297,25140
40573,모아아파트,12643.841,3721.764,176144.5074,429306.04851,224000298,25120
40584,신천역.문화의거리,12647.234,3726.431,181174.85725,437927.49515,224000299,25364
40586,신천연합병원,12647.344,3726.613,181336.93949,438263.03863,224000300,25391
40587,중앙산부인과,12647.438,3726.774,181475.97343,438556.01913,224000301,25404
40592,LH2단지.어반리더스,12647.953,3726.965,182237.54443,438912.19318,224000302,25461
40595,수노골,12648.18,3726.932,182571.90642,438850.23173,224000303,25473
40596,구미마을,12648.496,3726.919,183037.08608,438825.72271,224000304,25494
40597,피정의집,12648.691,3727.054,183325.97013,439074.25594,224000305,25648
40603,과림낚시터,12649.406,3727.176,184380.87644,439298.42873,224000306,25540
32506,과림사거리,12649.991,3727.233,185242.70242,439401.21877,224000308,25558
32510,계수초등학교,12649.222,3727.143,184108.4679,439236.86216,224000309,25649
32511,피정의집,12648.705,3727.047,183346.23021,439060.82821,224000310,25651
32513,구미마을,12648.512,3726.912,183061.4799,438812.21666,224000311,25493
33063,수노골,12648.177,3726.916,182566.33713,438820.92014,224000312,25472
33064,LH2단지.어반리더스,12647.948,3726.956,182228.80409,438895.25811,224000313,25462
33065,중앙산부인과,12647.446,3726.763,181485.97367,438536.01945,224000314,25399
33198,신천연합병원,12647.358,3726.609,181358.32868,438255.33063,224000315,25389
33203,고잔마을입구,12645.432,3723.176,178500.49289,431912.77666,224000316,25255
33204,서울대시흥캠퍼스연구동,12643.566,3721.96,175740.02719,429670.29459,224000317,59057
33206,솔숲공원입구,12647.535,3725.091,181609.02188,435443.04688,224000318,25414
33209,미산동해가든아파트,12647.747,3725.174,181925.34843,435599.1653,224000319,25441
33211,경신아파트,12647.831,3725.259,182051.01331,435755.05135,224000320,25451
33222,상아아파트,12647.765,3725.322,181949.0123,435871.04877,224000321,25443
33223,연꽃테마파크.농업기술센터,12648.483,3724.044,183007.59604,433507.80072,224000322,59048
33225,조남초.조남중,12651.588,3722.69,187585.78971,430995.25284,224000323,25410
36840,상아아파트,12647.778,3725.324,181965.01218,435870.04903,224000324,25447
36975,경신아파트,12647.846,3725.257,182065.01334,435746.05164,224000325,25452
36980,미산동해가든아파트,12647.734,3725.144,181907.09828,435543.84157,224000326,25440
36982,솔숲공원입구,12647.521,3725.091,181583.02211,435442.04648,224000327,25413
36983,배곧초등학교,12643.718,3722.617,175968.65677,430884.66823,224000328,25775
33707,새우개,12646.373,3724.12,179888.06441,433650.03427,224000329,25302
33834,포리초등학교,12646.184,3724.164,179613.0653,433735.02921,224000330,25722
33835,신촌,12646.093,3724.165,179488.06639,433731.02726,224000331,25288
33836,고잔,12645.845,3724.496,179115.05964,434348.01626,224000332,25270
34378,새탄말,12645.945,3724.715,179251.05229,434741.01519,224000333,25274
34512,산우물,12646.067,3724.91,179447.0451,435093.0154,224000334,25286
34513,밤골,12646.157,3725.18,179576.03581,435611.01318,224000335,25294
37408,마루미,12645.983,3725.265,179324.03557,435756.00799,224000336,25275
37410,청용낚시터,12646.001,3725.579,179348.0259,436352.00345,224000337,25279
37411,황골,12646.583,3725.852,180211.74363,436857.13694,224000338,25721
35372,신천동주민센터.신천고,12646.88,3726.175,180650.96315,437454.53717,224000339,25323
35375,금강빌라,12647.048,3726.299,180899.9583,437682.33837,224000340,25343
35376,장미아파트,12646.955,3726.318,180761.86349,437719.09109,224000341,25329
35378,태광아파트,12646.796,3726.319,180527.08523,437721.67787,224000342,25314
35379,도원초,12646.785,3726.426,180511.65841,437918.48013,224000343,25315
35383,도원초,12646.791,3726.424,180521.16414,437914.7541,224000344,25313
35385,태광아파트,12646.802,3726.324,180537.10088,437729.47484,224000345,25319
35389,장미아파트,12646.96,3726.324,180770.00469,437730.30181,224000346,25332
35392,금강빌라,12647.047,3726.293,180898.61852,437672.88005,224000347,25341
35401,신천동주민센터.신천고,12646.877,3726.164,180642.99814,437432.01514,224000348,25322
35533,황골,12646.594,3725.841,180228.20358,436836.75861,224000349,25756
35541,청용낚시터,12645.993,3725.569,179337.0263,436333.00344,224000350,25277
35542,방산교회,12646.014,3725.256,179369.0353,435750.00875,224000351,25281
35509,방골,12646.167,3725.183,179568.03564,435626.01293,224000352,25295
35511,산우물,12646.079,3724.902,179459.04482,435104.0155,224000353,25287
35513,새탄말,12645.945,3724.703,179254.05255,434723.01538,224000354,25273
35514,고잔,12645.849,3724.48,179133.05922,434365.01641,224000355,25269
36163,신촌,12646.107,3724.168,179482.06617,433748.02702,224000356,25289
36165,포리초등학교,12646.187,3724.173,179617.06502,433751.02914,224000357,25720
36166,새우개,12646.355,3724.129,179868.1431,433672.19907,224000358,25717
36168,신현동주민센터,12647.106,3724.362,180973.04846,434097.04783,224000359,25350
36170,신천중학교,12647.06,3726.105,180916.96949,437324.16501,224000360,25342
36171,경신아파트,12647.269,3726.142,181225.20671,437392.77109,224000361,25371
36172,뉴월드아파트,12647.392,3726.026,181405.31035,437176.32672,224000362,25396
963,한신아파트,12647.316,3725.944,181293.90382,437025.40903,224000363,25379
982,신일초교,12647.449,3725.924,181489.03359,436988.04426,224000364,25403
984,백제당약국,12647.532,3725.916,181611.10577,436973.02086,224000365,25420
1646,극동아파트,12647.672,3725.893,181818.89285,436929.90279,224000366,25435
1651,시흥유치원,12647.767,3725.984,181959.03634,437098.24354,224000367,25444
1655,수정아파트,12647.863,3726.075,182100.22513,437265.84888,224000368,25458
1658,산호아파트,12647.85,3726.161,182082.14121,437424.40005,224000369,25455
1659,새미마을입구,12651.538,3722.517,187511.16546,430674.0195,224000370,25766
1666,청구아파트,12647.61,3726.522,181725.97879,438091.02694,224000371,25429
1672,서해아파트,12647.604,3726.684,181721.09217,438393.85929,224000372,25428
1674,벽산1차아파트,12647.554,3726.833,181647.38021,438669.58976,224000373,25416
1675,시흥대야역.영남아파트,12647.537,3726.932,181622.65303,438853.2723,224000374,25415
1680,청솔농원,12647.43,3727.137,181455.96287,439230.01325,224000375,25400
1683,청솔농원,12647.437,3727.144,181460.96243,439255.01312,224000376,25401
1817,시흥대야역.영남아파트,12647.559,3726.94,181655.62493,438867.40726,224000377,25418
1818,벽산1차아파트,12647.567,3726.845,181667.83994,438690.54917,224000378,25422
1820,우성아파트.은행교회,12647.71,3726.851,181877.72187,438701.23516,224000379,25438
1821,은계초등학교.사랑스러운교회,12647.832,3726.806,182057.52329,438618.84896,224000380,25453
1825,성원아파트,12647.969,3726.683,182259.39921,438390.30095,224000381,25466
2389,은행초등학교,12647.998,3726.578,182302.17447,438196.23056,224000382,25469
2395,신명아파트.대우3차아파트,12647.836,3726.616,182063.37901,438266.84672,224000383,25454
2397,늘푸른벽산.서강2차,12647.696,3726.723,181856.28323,438465.96606,224000384,25437
2399,서해아파트,12647.604,3726.667,181720.78531,438361.58496,224000385,25426
2545,청구아파트,12647.605,3726.49,181717.97984,438029.02733,224000386,25430
2390,소래중고등학교,12647.761,3726.264,181950.30398,437616.49335,224000387,25446
31423,산호아파트,12647.859,3726.159,182094.52558,437420.54899,224000388,25459
36173,수정아파트,12647.868,3726.077,182107.4331,437269.17584,224000389,25463
32812,시흥유치원,12647.771,3725.977,181965.24456,437085.83936,224000390,25448
32813,극동아파트,12647.661,3725.888,181801.43051,436921.4212,224000391,25436
32814,백제당약국,12647.531,3725.911,181609.85415,436962.90453,224000392,25421
32827,신일초교,12647.435,3725.92,181469.31164,436980.70822,224000393,25402
32829,한신아파트,12647.309,3725.943,181283.11777,437023.60031,224000394,25378
32832,뉴월드아파트,12647.377,3726.022,181383.03067,437170.36696,224000395,25395
33516,경신아파트,12647.265,3726.135,181218.47483,437379.23786,224000396,25375
